resident_id,age_band,gender,region,planning_area
RESIDENT_00570,40-49,F,North,Woodlands
RESIDENT_00571,18-29,F,West,Jurong West
RESIDENT_00572,40-49,M,North,Woodlands
RESIDENT_00573,30-39,F,North-East,Hougang
RESIDENT_00574,18-29,M,West,Jurong West
RESIDENT_00575,40-49,F,North,Sembawang
RESIDENT_00576,18-29,M,East,Tampines
RESIDENT_00577,18-29,F,East,Bedok
RESIDENT_00578,60-69,F,Central,Bishan
RESIDENT_00579,50-59,F,North,Sembawang
RESIDENT_00580,18-29,F,Central,Bishan
RESIDENT_00581,18-29,M,East,Bedok
RESIDENT_00582,30-39,M,Central,Bukit Merah
RESIDENT_00583,40-49,M,Central,Bishan
RESIDENT_00584,30-39,M,East,Bedok
RESIDENT_00585,40-49,M,North,Woodlands
RESIDENT_00586,18-29,F,North-East,Sengkang
RESIDENT_00587,50-59,F,East,Tampines
RESIDENT_00588,40-49,M,North-East,Punggol
RESIDENT_00589,40-49,F,North,Woodlands
RESIDENT_00590,60-69,M,Central,Bishan
RESIDENT_00591,30-39,F,West,Jurong West
RESIDENT_00592,30-39,F,East,Bedok
RESIDENT_00593,70+,F,North,Woodlands
RESIDENT_00594,70+,F,North,Sembawang
RESIDENT_00595,40-49,F,West,Clementi
RESIDENT_00596,40-49,F,East,Bedok
RESIDENT_00597,40-49,F,Central,Toa Payoh
RESIDENT_00598,30-39,F,East,Tampines
RESIDENT_00599,50-59,F,East,Bedok
RESIDENT_00600,70+,M,North,Sembawang
RESIDENT_00601,18-29,M,West,Clementi
RESIDENT_00602,60-69,M,North-East,Sengkang
RESIDENT_00603,50-59,M,West,Jurong West
RESIDENT_00604,30-39,M,North-East,Hougang
RESIDENT_00605,40-49,F,West,Jurong West
RESIDENT_00606,30-39,F,West,Clementi
RESIDENT_00607,30-39,M,Central,Bishan
RESIDENT_00608,40-49,M,North,Woodlands
RESIDENT_00609,30-39,F,North,Sembawang
RESIDENT_00610,40-49,M,North-East,Hougang
RESIDENT_00611,30-39,M,North-East,Hougang
RESIDENT_00612,50-59,F,West,Jurong West
RESIDENT_00613,30-39,M,Central,Toa Payoh
RESIDENT_00614,30-39,M,North,Woodlands
RESIDENT_00615,70+,F,West,Clementi
RESIDENT_00616,40-49,F,Central,Bukit Merah
RESIDENT_00617,18-29,F,Central,Bishan
RESIDENT_00618,30-39,M,West,Clementi
RESIDENT_00619,40-49,M,Central,Bishan
RESIDENT_00620,40-49,M,Central,Bukit Merah
RESIDENT_00621,18-29,F,East,Bedok
RESIDENT_00622,40-49,F,Central,Toa Payoh
RESIDENT_00623,40-49,M,North-East,Hougang
RESIDENT_00624,30-39,M,North-East,Punggol
RESIDENT_00625,30-39,M,Central,Toa Payoh
RESIDENT_00626,18-29,F,West,Jurong West
RESIDENT_00627,40-49,F,West,Bukit Batok
RESIDENT_00628,40-49,M,West,Bukit Batok
RESIDENT_00629,18-29,F,North,Sembawang
RESIDENT_00630,50-59,F,West,Jurong West
RESIDENT_00631,70+,F,East,Bedok
RESIDENT_00632,18-29,F,East,Pasir Ris
RESIDENT_00633,60-69,M,East,Tampines
RESIDENT_00634,40-49,M,Central,Bukit Merah
RESIDENT_00635,40-49,F,West,Bukit Batok
RESIDENT_00636,60-69,F,West,Clementi
RESIDENT_00637,50-59,F,West,Jurong West
RESIDENT_00638,60-69,M,North,Yishun
RESIDENT_00639,50-59,M,North-East,Hougang
RESIDENT_00640,18-29,M,North-East,Hougang
RESIDENT_00641,18-29,M,East,Tampines
RESIDENT_00642,60-69,M,North,Yishun
RESIDENT_00643,70+,F,Central,Bishan
RESIDENT_00644,30-39,M,North,Sembawang
RESIDENT_00645,40-49,M,East,Pasir Ris
RESIDENT_00646,60-69,F,North,Woodlands
RESIDENT_00647,18-29,F,North-East,Hougang
RESIDENT_00648,30-39,M,Central,Bishan
RESIDENT_00649,30-39,M,North,Sembawang
RESIDENT_00650,30-39,M,Central,Bukit Merah
RESIDENT_00651,50-59,M,North-East,Punggol
RESIDENT_00652,30-39,M,Central,Bishan
RESIDENT_00653,60-69,F,East,Pasir Ris
RESIDENT_00654,40-49,F,North-East,Punggol
RESIDENT_00655,60-69,F,West,Clementi
RESIDENT_00656,40-49,M,North,Yishun
RESIDENT_00657,40-49,M,East,Pasir Ris
RESIDENT_00658,70+,M,West,Bukit Batok
RESIDENT_00659,50-59,M,North,Woodlands
RESIDENT_00660,60-69,M,North,Sembawang
RESIDENT_00661,18-29,F,East,Bedok
RESIDENT_00662,50-59,F,North,Sembawang
RESIDENT_00663,70+,M,North,Yishun
RESIDENT_00664,50-59,F,West,Clementi
RESIDENT_00665,50-59,M,West,Bukit Batok
RESIDENT_00666,60-69,F,North,Yishun
RESIDENT_00667,50-59,F,East,Pasir Ris
RESIDENT_00668,30-39,M,East,Tampines
RESIDENT_00669,30-39,M,North,Yishun
RESIDENT_00670,18-29,F,North-East,Punggol
RESIDENT_00671,60-69,M,Central,Bukit Merah
RESIDENT_00672,60-69,F,Central,Bishan
RESIDENT_00673,70+,M,North-East,Hougang
RESIDENT_00674,40-49,F,Central,Toa Payoh
RESIDENT_00675,40-49,F,Central,Bishan
RESIDENT_00676,60-69,F,North-East,Hougang
RESIDENT_00677,40-49,M,North-East,Punggol
RESIDENT_00678,30-39,M,West,Jurong West
RESIDENT_00679,18-29,F,East,Pasir Ris
RESIDENT_00680,50-59,M,East,Tampines
RESIDENT_00681,40-49,M,North-East,Hougang
RESIDENT_00682,70+,M,North,Sembawang
RESIDENT_00683,40-49,F,North,Yishun
RESIDENT_00684,30-39,M,East,Bedok
RESIDENT_00685,30-39,F,East,Pasir Ris
RESIDENT_00686,30-39,F,Central,Toa Payoh
RESIDENT_00687,50-59,F,West,Bukit Batok
RESIDENT_00688,50-59,M,Central,Toa Payoh
RESIDENT_00689,30-39,F,West,Jurong West
RESIDENT_00690,40-49,F,North,Sembawang
RESIDENT_00691,50-59,F,West,Clementi
RESIDENT_00692,50-59,F,West,Clementi
RESIDENT_00693,30-39,F,North-East,Punggol
RESIDENT_00694,30-39,M,East,Tampines
RESIDENT_00695,40-49,F,West,Bukit Batok
RESIDENT_00696,18-29,F,East,Bedok
RESIDENT_00697,18-29,F,North-East,Sengkang
RESIDENT_00698,50-59,M,North,Yishun
RESIDENT_00699,18-29,F,Central,Bishan
RESIDENT_00700,60-69,M,North,Yishun
RESIDENT_00701,60-69,F,Central,Bishan
RESIDENT_00702,30-39,M,East,Pasir Ris
RESIDENT_00703,60-69,F,North,Woodlands
RESIDENT_00704,30-39,M,North-East,Sengkang
RESIDENT_00705,50-59,F,North-East,Hougang
RESIDENT_00706,18-29,M,East,Pasir Ris
RESIDENT_00707,50-59,M,East,Pasir Ris
RESIDENT_00708,70+,F,North-East,Punggol
RESIDENT_00709,30-39,M,Central,Bishan
RESIDENT_00710,50-59,F,West,Bukit Batok
RESIDENT_00711,40-49,F,West,Clementi
RESIDENT_00712,30-39,M,North-East,Hougang
RESIDENT_00713,18-29,F,West,Bukit Batok
RESIDENT_00714,60-69,F,North-East,Punggol
RESIDENT_00715,70+,F,North,Sembawang
RESIDENT_00716,40-49,F,North-East,Hougang
RESIDENT_00717,40-49,M,West,Clementi
RESIDENT_00718,50-59,F,North-East,Hougang
RESIDENT_00719,40-49,F,Central,Bishan
RESIDENT_00720,40-49,M,West,Clementi
RESIDENT_00721,60-69,M,East,Pasir Ris
RESIDENT_00722,50-59,F,North,Woodlands
RESIDENT_00723,30-39,M,Central,Bukit Merah
RESIDENT_00724,18-29,F,Central,Toa Payoh
RESIDENT_00725,30-39,F,Central,Bishan
RESIDENT_00726,40-49,F,East,Pasir Ris
RESIDENT_00727,18-29,F,North-East,Punggol
RESIDENT_00728,70+,F,East,Pasir Ris
RESIDENT_00729,70+,M,West,Bukit Batok
RESIDENT_00730,30-39,F,West,Jurong West
RESIDENT_00731,60-69,M,West,Bukit Batok
RESIDENT_00732,40-49,M,North,Yishun
RESIDENT_00733,40-49,M,East,Pasir Ris
RESIDENT_00734,50-59,F,West,Jurong West
RESIDENT_00735,70+,F,North,Sembawang
RESIDENT_00736,40-49,M,West,Bukit Batok
RESIDENT_00737,40-49,M,West,Bukit Batok
RESIDENT_00738,60-69,M,North,Woodlands
RESIDENT_00739,40-49,F,Central,Bukit Merah
RESIDENT_00740,60-69,F,North,Yishun
RESIDENT_00741,60-69,M,East,Bedok
RESIDENT_00742,30-39,M,Central,Bishan
RESIDENT_00743,50-59,M,East,Bedok
RESIDENT_00744,70+,M,Central,Toa Payoh
RESIDENT_00745,18-29,M,West,Jurong West
RESIDENT_00746,70+,M,East,Pasir Ris
RESIDENT_00747,30-39,F,East,Pasir Ris
RESIDENT_00748,50-59,F,East,Tampines
RESIDENT_00749,40-49,F,North,Woodlands
RESIDENT_00750,30-39,F,Central,Bishan
RESIDENT_00751,18-29,M,West,Clementi
RESIDENT_00752,30-39,M,West,Bukit Batok
RESIDENT_00753,18-29,F,West,Clementi
RESIDENT_00754,18-29,F,North-East,Hougang
RESIDENT_00755,30-39,F,North,Sembawang
RESIDENT_00756,60-69,F,West,Jurong West
RESIDENT_00757,30-39,F,North-East,Hougang
RESIDENT_00758,70+,F,North-East,Punggol
RESIDENT_00759,18-29,M,North,Sembawang
RESIDENT_00760,40-49,M,North-East,Sengkang
RESIDENT_00761,18-29,F,West,Jurong West
RESIDENT_00762,18-29,F,West,Jurong West
RESIDENT_00763,60-69,F,North-East,Sengkang
RESIDENT_00764,50-59,F,Central,Bishan
RESIDENT_00765,18-29,F,Central,Bishan
RESIDENT_00766,18-29,F,West,Clementi
RESIDENT_00767,50-59,M,North-East,Punggol
RESIDENT_00768,40-49,F,Central,Bukit Merah
RESIDENT_00769,30-39,F,Central,Toa Payoh
RESIDENT_00770,18-29,M,West,Clementi
RESIDENT_00771,30-39,F,North-East,Hougang
RESIDENT_00772,30-39,F,West,Clementi
RESIDENT_00773,40-49,F,Central,Bishan
RESIDENT_00774,50-59,F,West,Clementi
RESIDENT_00775,40-49,F,East,Bedok
RESIDENT_00776,60-69,F,West,Jurong West
RESIDENT_00777,60-69,M,Central,Bukit Merah
RESIDENT_00778,50-59,M,North,Woodlands
RESIDENT_00779,70+,M,North-East,Hougang
RESIDENT_00780,30-39,F,Central,Bishan
RESIDENT_00781,30-39,M,North-East,Sengkang
RESIDENT_00782,40-49,M,West,Clementi
RESIDENT_00783,30-39,F,North,Sembawang
RESIDENT_00784,60-69,F,North,Sembawang
RESIDENT_00785,40-49,M,North-East,Punggol
RESIDENT_00786,30-39,F,Central,Toa Payoh
RESIDENT_00787,30-39,F,West,Bukit Batok
RESIDENT_00788,50-59,M,West,Bukit Batok
RESIDENT_00789,30-39,M,West,Bukit Batok
RESIDENT_00790,40-49,M,North,Woodlands
RESIDENT_00791,18-29,M,West,Bukit Batok
RESIDENT_00792,50-59,F,West,Clementi
RESIDENT_00793,70+,F,West,Bukit Batok
RESIDENT_00794,18-29,M,North,Woodlands
RESIDENT_00795,30-39,F,North,Sembawang
RESIDENT_00796,40-49,M,North-East,Hougang
RESIDENT_00797,50-59,M,Central,Bukit Merah
RESIDENT_00798,50-59,M,West,Bukit Batok
RESIDENT_00799,50-59,F,West,Bukit Batok
RESIDENT_00800,40-49,M,East,Tampines
RESIDENT_00801,18-29,F,West,Clementi
RESIDENT_00802,40-49,M,Central,Bishan
RESIDENT_00803,30-39,F,East,Pasir Ris
RESIDENT_00804,50-59,M,North,Sembawang
RESIDENT_00805,50-59,M,East,Bedok
RESIDENT_00806,50-59,F,East,Bedok
RESIDENT_00807,60-69,F,Central,Bishan
RESIDENT_00808,40-49,M,East,Pasir Ris
RESIDENT_00809,70+,F,North,Yishun
RESIDENT_00810,30-39,M,North-East,Sengkang
RESIDENT_00811,50-59,M,East,Bedok
RESIDENT_00812,50-59,F,North-East,Hougang
RESIDENT_00813,18-29,F,East,Pasir Ris
RESIDENT_00814,60-69,F,North-East,Hougang
RESIDENT_00815,40-49,F,West,Jurong West
RESIDENT_00816,40-49,F,West,Bukit Batok
RESIDENT_00817,40-49,F,West,Bukit Batok
RESIDENT_00818,70+,M,East,Tampines
RESIDENT_00819,40-49,M,Central,Toa Payoh
RESIDENT_00820,30-39,M,Central,Toa Payoh
RESIDENT_00821,50-59,F,Central,Bukit Merah
RESIDENT_00822,50-59,M,East,Tampines
RESIDENT_00823,40-49,M,East,Tampines
RESIDENT_00824,40-49,M,North-East,Sengkang
RESIDENT_00825,40-49,M,North-East,Hougang
RESIDENT_00826,40-49,M,West,Bukit Batok
RESIDENT_00827,60-69,F,East,Pasir Ris
RESIDENT_00828,18-29,M,East,Tampines
RESIDENT_00829,50-59,F,West,Jurong West
RESIDENT_00830,60-69,M,Central,Bukit Merah
RESIDENT_00831,30-39,M,Central,Bishan
RESIDENT_00832,70+,M,North-East,Sengkang
RESIDENT_00833,50-59,F,North,Woodlands
RESIDENT_00834,18-29,M,North-East,Hougang
RESIDENT_00835,50-59,F,West,Bukit Batok
RESIDENT_00836,50-59,F,East,Bedok
RESIDENT_00837,50-59,M,North,Sembawang
RESIDENT_00838,50-59,F,Central,Bishan
RESIDENT_00839,70+,M,West,Clementi
RESIDENT_00840,50-59,F,East,Tampines
RESIDENT_00841,30-39,M,Central,Bukit Merah
RESIDENT_00842,40-49,M,Central,Bishan
RESIDENT_00843,60-69,M,North,Sembawang
RESIDENT_00844,40-49,F,West,Clementi
RESIDENT_00845,60-69,F,North-East,Punggol
RESIDENT_00846,40-49,F,Central,Bukit Merah
RESIDENT_00847,40-49,M,North,Sembawang
RESIDENT_00848,30-39,F,North,Yishun
RESIDENT_00849,40-49,F,Central,Toa Payoh
RESIDENT_00850,60-69,M,East,Bedok
RESIDENT_00851,50-59,F,North-East,Sengkang
RESIDENT_00852,30-39,F,East,Pasir Ris
RESIDENT_00853,18-29,F,Central,Bukit Merah
RESIDENT_00854,18-29,F,West,Clementi
RESIDENT_00855,60-69,M,North-East,Punggol
RESIDENT_00856,40-49,F,North,Woodlands
RESIDENT_00857,70+,F,North-East,Sengkang
RESIDENT_00858,40-49,F,East,Pasir Ris
RESIDENT_00859,50-59,F,North,Sembawang
RESIDENT_00860,18-29,M,West,Bukit Batok
RESIDENT_00861,40-49,F,East,Tampines
RESIDENT_00862,30-39,M,North,Woodlands
RESIDENT_00863,60-69,M,North,Yishun
RESIDENT_00864,70+,F,East,Bedok
RESIDENT_00865,40-49,M,East,Bedok
RESIDENT_00866,60-69,F,North-East,Punggol
RESIDENT_00867,40-49,M,West,Clementi
RESIDENT_00868,60-69,F,West,Clementi
RESIDENT_00869,30-39,M,Central,Toa Payoh
RESIDENT_00870,50-59,M,North-East,Punggol
RESIDENT_00871,70+,M,West,Clementi
RESIDENT_00872,30-39,F,Central,Bukit Merah
RESIDENT_00873,70+,M,East,Tampines
RESIDENT_00874,60-69,M,North-East,Hougang
RESIDENT_00875,50-59,F,North-East,Hougang
RESIDENT_00876,50-59,M,North-East,Hougang
RESIDENT_00877,30-39,M,North,Sembawang
RESIDENT_00878,50-59,M,West,Clementi
RESIDENT_00879,40-49,M,West,Clementi
RESIDENT_00880,18-29,F,Central,Bukit Merah
RESIDENT_00881,30-39,F,East,Bedok
RESIDENT_00882,18-29,M,West,Bukit Batok
RESIDENT_00883,30-39,F,Central,Bishan
RESIDENT_00884,30-39,M,North,Yishun
RESIDENT_00885,40-49,F,East,Bedok
RESIDENT_00886,60-69,M,North,Sembawang
RESIDENT_00887,18-29,F,North-East,Sengkang
RESIDENT_00888,40-49,M,West,Clementi
RESIDENT_00889,60-69,M,East,Tampines
RESIDENT_00890,30-39,F,North,Woodlands
RESIDENT_00891,30-39,F,North,Sembawang
RESIDENT_00892,18-29,M,North,Yishun
RESIDENT_00893,40-49,F,Central,Toa Payoh
RESIDENT_00894,30-39,M,North-East,Punggol
RESIDENT_00895,40-49,F,Central,Bukit Merah
RESIDENT_00896,50-59,M,North,Yishun
RESIDENT_00897,18-29,F,East,Pasir Ris
RESIDENT_00898,50-59,M,North,Woodlands
RESIDENT_00899,18-29,F,East,Bedok
RESIDENT_00900,18-29,M,North,Sembawang
RESIDENT_00901,30-39,M,Central,Bishan
RESIDENT_00902,60-69,M,North,Yishun
RESIDENT_00903,18-29,F,North,Woodlands
RESIDENT_00904,40-49,F,Central,Bishan
RESIDENT_00905,60-69,F,North-East,Sengkang
RESIDENT_00906,30-39,F,North-East,Hougang
RESIDENT_00907,50-59,F,West,Clementi
RESIDENT_00908,30-39,F,North,Sembawang
RESIDENT_00909,30-39,M,Central,Bishan
RESIDENT_00910,70+,F,East,Pasir Ris
RESIDENT_00911,30-39,M,Central,Bukit Merah
RESIDENT_00912,18-29,F,East,Pasir Ris
RESIDENT_00913,30-39,F,West,Jurong West
RESIDENT_00914,50-59,M,Central,Bukit Merah
RESIDENT_00915,50-59,F,North,Woodlands
RESIDENT_00916,70+,M,North,Yishun
RESIDENT_00917,50-59,M,Central,Bukit Merah
RESIDENT_00918,40-49,M,Central,Bukit Merah
RESIDENT_00919,30-39,F,North-East,Sengkang
RESIDENT_00920,30-39,F,North-East,Hougang
RESIDENT_00921,30-39,M,North-East,Sengkang
RESIDENT_00922,60-69,M,Central,Bukit Merah
RESIDENT_00923,60-69,F,West,Clementi
RESIDENT_00924,60-69,F,West,Bukit Batok
RESIDENT_00925,30-39,M,West,Clementi
RESIDENT_00926,18-29,F,Central,Bishan
RESIDENT_00927,60-69,F,East,Bedok
RESIDENT_00928,18-29,M,Central,Bukit Merah
RESIDENT_00929,50-59,M,West,Jurong West
RESIDENT_00930,50-59,F,West,Jurong West
RESIDENT_00931,40-49,F,Central,Toa Payoh
RESIDENT_00932,60-69,F,North,Sembawang
RESIDENT_00933,50-59,M,Central,Bishan
RESIDENT_00934,18-29,F,Central,Bukit Merah
RESIDENT_00935,40-49,F,East,Pasir Ris
RESIDENT_00936,50-59,M,West,Bukit Batok
RESIDENT_00937,50-59,M,North,Woodlands
RESIDENT_00938,40-49,M,West,Bukit Batok
RESIDENT_00939,40-49,M,West,Clementi
RESIDENT_00940,40-49,M,North,Sembawang
RESIDENT_00941,40-49,M,West,Bukit Batok
RESIDENT_00942,70+,M,North,Yishun
RESIDENT_00943,50-59,F,North,Yishun
RESIDENT_00944,30-39,M,East,Bedok
RESIDENT_00945,40-49,F,West,Jurong West
RESIDENT_00946,30-39,M,North,Yishun
RESIDENT_00947,30-39,M,East,Bedok
RESIDENT_00948,70+,F,West,Bukit Batok
RESIDENT_00949,40-49,F,East,Pasir Ris
RESIDENT_00950,50-59,M,Central,Bishan
RESIDENT_00951,30-39,M,North,Yishun
RESIDENT_00952,50-59,F,East,Pasir Ris
RESIDENT_00953,30-39,F,Central,Toa Payoh
RESIDENT_00954,30-39,F,East,Bedok
RESIDENT_00955,60-69,F,North-East,Hougang
RESIDENT_00956,18-29,M,North-East,Hougang
RESIDENT_00957,40-49,M,Central,Bishan
RESIDENT_00958,60-69,F,North-East,Hougang
RESIDENT_00959,40-49,F,East,Pasir Ris
RESIDENT_00960,30-39,M,East,Tampines
RESIDENT_00961,18-29,M,Central,Toa Payoh
RESIDENT_00962,30-39,F,East,Tampines
RESIDENT_00963,60-69,M,West,Bukit Batok
RESIDENT_00964,70+,F,Central,Bishan
RESIDENT_00965,60-69,F,East,Bedok
RESIDENT_00966,70+,F,East,Tampines
RESIDENT_00967,30-39,M,Central,Bishan
RESIDENT_00968,30-39,M,West,Bukit Batok
RESIDENT_00969,40-49,F,Central,Toa Payoh
RESIDENT_00970,30-39,M,North,Woodlands
RESIDENT_00971,40-49,M,Central,Bukit Merah
RESIDENT_00972,18-29,M,Central,Bishan
RESIDENT_00973,70+,M,Central,Bukit Merah
RESIDENT_00974,30-39,M,East,Pasir Ris
RESIDENT_00975,30-39,M,Central,Toa Payoh
RESIDENT_00976,18-29,M,East,Tampines
RESIDENT_00977,70+,M,East,Bedok
RESIDENT_00978,60-69,F,North-East,Sengkang
RESIDENT_00979,30-39,M,East,Pasir Ris
RESIDENT_00980,40-49,F,North-East,Punggol
RESIDENT_00981,40-49,M,East,Pasir Ris
RESIDENT_00982,18-29,F,West,Bukit Batok
RESIDENT_00983,30-39,F,East,Tampines
RESIDENT_00984,70+,M,West,Jurong West
RESIDENT_00985,30-39,F,Central,Bukit Merah
RESIDENT_00986,70+,M,North-East,Punggol
RESIDENT_00987,60-69,F,East,Bedok
RESIDENT_00988,50-59,F,West,Bukit Batok
RESIDENT_00989,30-39,M,Central,Bishan
RESIDENT_00990,30-39,M,North,Yishun
RESIDENT_00991,30-39,F,East,Tampines
RESIDENT_00992,70+,F,North,Sembawang
RESIDENT_00993,18-29,M,East,Pasir Ris
RESIDENT_00994,60-69,M,North-East,Punggol
RESIDENT_00995,50-59,M,West,Bukit Batok
RESIDENT_00996,70+,F,West,Bukit Batok
RESIDENT_00997,60-69,F,North-East,Hougang
RESIDENT_00998,70+,F,North-East,Sengkang
RESIDENT_00999,30-39,M,Central,Toa Payoh
RESIDENT_01000,30-39,M,North-East,Sengkang
RESIDENT_01001,40-49,M,East,Bedok
RESIDENT_01002,30-39,F,Central,Toa Payoh
RESIDENT_01003,18-29,M,North-East,Sengkang
RESIDENT_01004,18-29,M,North-East,Sengkang
RESIDENT_01005,18-29,M,Central,Bukit Merah
RESIDENT_01006,50-59,F,West,Clementi
RESIDENT_01007,60-69,M,Central,Bukit Merah
RESIDENT_01008,60-69,F,East,Pasir Ris
RESIDENT_01009,30-39,M,North,Yishun
RESIDENT_01010,60-69,F,Central,Bishan
RESIDENT_01011,40-49,M,Central,Bukit Merah
RESIDENT_01012,60-69,F,West,Jurong West
RESIDENT_01013,40-49,F,North-East,Sengkang
RESIDENT_01014,60-69,M,East,Pasir Ris
RESIDENT_01015,18-29,F,East,Bedok
RESIDENT_01016,18-29,F,Central,Bukit Merah
RESIDENT_01017,70+,F,North,Woodlands
RESIDENT_01018,50-59,F,East,Tampines
RESIDENT_01019,70+,F,North,Yishun
RESIDENT_01020,60-69,M,North-East,Sengkang
RESIDENT_01021,18-29,M,North-East,Punggol
RESIDENT_01022,30-39,F,West,Bukit Batok
RESIDENT_01023,50-59,F,West,Clementi
RESIDENT_01024,50-59,M,North-East,Punggol
RESIDENT_01025,30-39,F,West,Bukit Batok
RESIDENT_01026,50-59,M,West,Clementi
RESIDENT_01027,30-39,M,West,Jurong West
RESIDENT_01028,40-49,F,Central,Bukit Merah
RESIDENT_01029,70+,M,West,Jurong West
RESIDENT_01030,60-69,F,West,Jurong West
RESIDENT_01031,30-39,F,North,Yishun
RESIDENT_01032,30-39,F,West,Jurong West
RESIDENT_01033,40-49,F,North,Woodlands
RESIDENT_01034,70+,M,North,Yishun
RESIDENT_01035,40-49,M,East,Pasir Ris
RESIDENT_01036,70+,F,North-East,Sengkang
RESIDENT_01037,40-49,F,North,Woodlands
RESIDENT_01038,18-29,F,North,Yishun
RESIDENT_01039,70+,F,North,Sembawang
RESIDENT_01040,50-59,M,East,Pasir Ris
RESIDENT_01041,30-39,F,Central,Toa Payoh
RESIDENT_01042,60-69,M,North-East,Hougang
RESIDENT_01043,18-29,F,East,Bedok
RESIDENT_01044,18-29,M,West,Bukit Batok
RESIDENT_01045,70+,M,North,Yishun
RESIDENT_01046,50-59,F,West,Jurong West
RESIDENT_01047,40-49,F,North-East,Hougang
RESIDENT_01048,60-69,M,West,Clementi
RESIDENT_01049,60-69,M,West,Jurong West
RESIDENT_01050,30-39,F,East,Tampines
RESIDENT_01051,60-69,F,North,Yishun
RESIDENT_01052,18-29,F,North,Woodlands
RESIDENT_01053,30-39,F,West,Bukit Batok
RESIDENT_01054,30-39,F,West,Clementi
RESIDENT_01055,40-49,F,West,Jurong West
RESIDENT_01056,40-49,F,Central,Toa Payoh
RESIDENT_01057,60-69,M,West,Bukit Batok
RESIDENT_01058,60-69,F,North,Yishun
RESIDENT_01059,60-69,M,Central,Bishan
RESIDENT_01060,40-49,F,North-East,Hougang
RESIDENT_01061,40-49,M,North,Yishun
RESIDENT_01062,18-29,F,Central,Toa Payoh
RESIDENT_01063,30-39,M,East,Pasir Ris
RESIDENT_01064,18-29,F,West,Clementi
RESIDENT_01065,40-49,M,North,Sembawang
RESIDENT_01066,30-39,F,West,Clementi
RESIDENT_01067,30-39,M,North,Yishun
RESIDENT_01068,50-59,F,West,Bukit Batok
RESIDENT_01069,60-69,F,West,Bukit Batok
RESIDENT_01070,40-49,M,North,Woodlands
RESIDENT_01071,50-59,M,Central,Toa Payoh
RESIDENT_01072,30-39,F,Central,Bukit Merah
RESIDENT_01073,50-59,M,East,Pasir Ris
RESIDENT_01074,50-59,F,West,Jurong West
RESIDENT_01075,50-59,M,North,Yishun
RESIDENT_01076,50-59,M,Central,Bishan
RESIDENT_01077,30-39,F,Central,Bishan
RESIDENT_01078,18-29,M,North,Woodlands
RESIDENT_01079,40-49,M,West,Bukit Batok
RESIDENT_01080,40-49,F,North-East,Sengkang
RESIDENT_01081,30-39,M,East,Tampines
RESIDENT_01082,30-39,F,East,Bedok
RESIDENT_01083,18-29,M,Central,Bukit Merah
RESIDENT_01084,18-29,M,Central,Toa Payoh
RESIDENT_01085,30-39,M,West,Bukit Batok
RESIDENT_01086,30-39,F,North-East,Punggol
RESIDENT_01087,40-49,F,West,Bukit Batok
RESIDENT_01088,70+,M,North-East,Hougang
RESIDENT_01089,50-59,F,North-East,Sengkang
RESIDENT_01090,50-59,M,East,Tampines
RESIDENT_01091,60-69,F,West,Jurong West
RESIDENT_01092,60-69,M,West,Bukit Batok
RESIDENT_01093,60-69,M,West,Clementi
RESIDENT_01094,50-59,M,West,Clementi
RESIDENT_01095,30-39,M,North,Sembawang
RESIDENT_01096,18-29,M,North,Sembawang
RESIDENT_01097,50-59,M,Central,Bukit Merah
RESIDENT_01098,40-49,F,North,Sembawang
RESIDENT_01099,18-29,M,North,Yishun
RESIDENT_01100,50-59,F,Central,Bukit Merah
RESIDENT_01101,30-39,F,North-East,Punggol
RESIDENT_01102,30-39,F,North-East,Punggol
RESIDENT_01103,70+,F,West,Clementi
RESIDENT_01104,30-39,M,North-East,Sengkang
RESIDENT_01105,50-59,M,East,Bedok
RESIDENT_01106,18-29,M,Central,Toa Payoh
RESIDENT_01107,50-59,F,North-East,Punggol
RESIDENT_01108,30-39,M,North-East,Hougang
RESIDENT_01109,50-59,F,North-East,Hougang
RESIDENT_01110,50-59,M,North-East,Punggol
RESIDENT_01111,30-39,M,Central,Toa Payoh
RESIDENT_01112,60-69,M,West,Bukit Batok
RESIDENT_01113,40-49,F,North,Woodlands
RESIDENT_01114,40-49,M,Central,Toa Payoh
RESIDENT_01115,30-39,F,North,Sembawang
RESIDENT_01116,50-59,F,West,Bukit Batok
RESIDENT_01117,18-29,F,Central,Toa Payoh
RESIDENT_01118,60-69,F,East,Tampines
RESIDENT_01119,50-59,M,Central,Toa Payoh
RESIDENT_01120,30-39,F,North,Yishun
RESIDENT_01121,40-49,F,North-East,Punggol
RESIDENT_01122,40-49,M,East,Bedok
RESIDENT_01123,50-59,F,East,Bedok
RESIDENT_01124,50-59,F,East,Tampines
RESIDENT_01125,18-29,F,Central,Bukit Merah
RESIDENT_01126,18-29,M,North-East,Hougang
RESIDENT_01127,50-59,M,Central,Bishan
RESIDENT_01128,50-59,M,North-East,Punggol
RESIDENT_01129,40-49,F,Central,Toa Payoh
RESIDENT_01130,40-49,M,Central,Toa Payoh
RESIDENT_01131,18-29,F,North-East,Punggol
RESIDENT_01132,60-69,M,Central,Bukit Merah
RESIDENT_01133,18-29,M,West,Bukit Batok
RESIDENT_01134,60-69,M,North-East,Punggol
RESIDENT_01135,18-29,F,East,Bedok
RESIDENT_01136,40-49,M,North-East,Punggol
RESIDENT_01137,18-29,F,Central,Toa Payoh
