resident_id,challenge_name,target_metric,enrol_date,status,current_tier,target_value,progress_pct
RESIDENT_00210,National Steps Challenge,Steps,2026-03-21,Active,Gold,10000,63.2
RESIDENT_00021,National Steps Challenge,Steps,2026-03-07,Active,Gold,10000,72.7
RESIDENT_01107,Eat Drink Shop Healthy,Healthier Purchases,2026-03-15,Active,Gold,30,78.4
RESIDENT_00543,Move It Challenge,MVPA Minutes,2026-03-06,Active,Participant,150,10.4
RESIDENT_00435,National Steps Challenge,Steps,2026-03-25,Active,Bronze,10000,39.4
RESIDENT_00857,National Steps Challenge,Steps,2026-03-02,Active,Gold,10000,75.2
RESIDENT_00007,Move It Challenge,MVPA Minutes,2026-03-13,Active,Gold,150,75.7
RESIDENT_00062,Eat Drink Shop Healthy,Healthier Purchases,2026-03-03,Active,Gold,30,68.1
RESIDENT_00794,Move It Challenge,MVPA Minutes,2026-03-28,Active,Platinum,150,81.3
RESIDENT_00024,Move It Challenge,MVPA Minutes,2026-03-14,Active,Platinum,150,87.9
RESIDENT_00011,National Steps Challenge,Steps,2026-03-29,Active,Gold,10000,77.8
RESIDENT_00487,Move It Challenge,MVPA Minutes,2026-04-03,Active,Participant,150,0.1
RESIDENT_01202,Eat Drink Shop Healthy,Healthier Purchases,2026-03-03,Active,Gold,30,76.4
RESIDENT_00406,National Steps Challenge,Steps,2026-03-09,Active,Silver,10000,44.1
RESIDENT_00628,National Steps Challenge,Steps,2026-03-07,Active,Participant,10000,15.7
RESIDENT_00973,Eat Drink Shop Healthy,Healthier Purchases,2026-03-09,Active,Silver,30,51.5
RESIDENT_01122,Move It Challenge,MVPA Minutes,2026-04-10,Active,Gold,150,66.0
RESIDENT_00955,Eat Drink Shop Healthy,Healthier Purchases,2026-03-23,Active,Silver,30,47.9
RESIDENT_01255,National Steps Challenge,Steps,2026-03-26,Active,Gold,10000,79.9
RESIDENT_00179,Eat Drink Shop Healthy,Healthier Purchases,2026-03-22,Active,Bronze,30,22.2
RESIDENT_00259,National Steps Challenge,Steps,2026-03-27,Active,Bronze,10000,27.0
RESIDENT_00961,Eat Drink Shop Healthy,Healthier Purchases,2026-03-15,Active,Gold,30,73.5
RESIDENT_01488,Eat Drink Shop Healthy,Healthier Purchases,2026-03-30,Active,Silver,30,50.8
RESIDENT_01353,Eat Drink Shop Healthy,Healthier Purchases,2026-04-05,Active,Gold,30,61.1
RESIDENT_00260,Eat Drink Shop Healthy,Healthier Purchases,2026-03-16,Active,Silver,30,44.0
RESIDENT_00956,Move It Challenge,MVPA Minutes,2026-03-17,Active,Gold,150,67.0
RESIDENT_00250,Move It Challenge,MVPA Minutes,2026-03-13,Active,Bronze,150,26.5
RESIDENT_01310,Move It Challenge,MVPA Minutes,2026-03-20,Active,Silver,150,58.7
RESIDENT_01140,National Steps Challenge,Steps,2026-04-09,Active,Platinum,10000,84.1
RESIDENT_00412,National Steps Challenge,Steps,2026-03-17,Active,Bronze,10000,27.7
RESIDENT_00727,National Steps Challenge,Steps,2026-03-03,Active,Silver,10000,45.6
RESIDENT_00549,Move It Challenge,MVPA Minutes,2026-03-09,Active,Participant,150,3.0
RESIDENT_01270,Move It Challenge,MVPA Minutes,2026-03-20,Active,Gold,150,79.0
RESIDENT_00168,National Steps Challenge,Steps,2026-03-10,Active,Gold,10000,68.7
RESIDENT_00445,Eat Drink Shop Healthy,Healthier Purchases,2026-03-15,Active,Gold,30,67.8
RESIDENT_00580,Eat Drink Shop Healthy,Healthier Purchases,2026-03-12,Active,Platinum,30,92.0
RESIDENT_00966,National Steps Challenge,Steps,2026-03-17,Active,Platinum,10000,81.3
RESIDENT_01368,National Steps Challenge,Steps,2026-03-05,Active,Gold,10000,78.4
RESIDENT_01042,Eat Drink Shop Healthy,Healthier Purchases,2026-03-26,Active,Participant,30,2.8
RESIDENT_01251,Move It Challenge,MVPA Minutes,2026-03-30,Active,Gold,150,76.1
RESIDENT_00338,National Steps Challenge,Steps,2026-03-27,Active,Gold,10000,67.8
RESIDENT_00962,National Steps Challenge,Steps,2026-03-18,Active,Silver,10000,59.1
RESIDENT_00603,National Steps Challenge,Steps,2026-03-29,Active,Platinum,10000,97.6
RESIDENT_00818,Eat Drink Shop Healthy,Healthier Purchases,2026-03-03,Active,Gold,30,74.7
RESIDENT_00977,Eat Drink Shop Healthy,Healthier Purchases,2026-03-07,Active,Gold,30,78.4
RESIDENT_00687,Eat Drink Shop Healthy,Healthier Purchases,2026-04-10,Active,Platinum,30,90.0
RESIDENT_00805,Move It Challenge,MVPA Minutes,2026-04-10,Active,Bronze,150,29.6
RESIDENT_01007,National Steps Challenge,Steps,2026-03-09,Active,Gold,10000,62.6
RESIDENT_01387,National Steps Challenge,Steps,2026-03-19,Active,Silver,10000,51.2
RESIDENT_01371,Move It Challenge,MVPA Minutes,2026-04-04,Active,Silver,150,54.3
RESIDENT_01465,Move It Challenge,MVPA Minutes,2026-03-05,Active,Gold,150,72.5
RESIDENT_00071,National Steps Challenge,Steps,2026-03-18,Active,Gold,10000,77.1
RESIDENT_01148,National Steps Challenge,Steps,2026-03-22,Active,Platinum,10000,83.5
RESIDENT_00768,Eat Drink Shop Healthy,Healthier Purchases,2026-03-09,Active,Gold,30,61.2
RESIDENT_00737,Move It Challenge,MVPA Minutes,2026-04-05,Active,Gold,150,63.5
RESIDENT_00912,Move It Challenge,MVPA Minutes,2026-03-03,Active,Silver,150,44.0
RESIDENT_00918,National Steps Challenge,Steps,2026-03-31,Active,Participant,10000,17.6
RESIDENT_01169,Eat Drink Shop Healthy,Healthier Purchases,2026-03-20,Active,Silver,30,40.1
RESIDENT_00732,Eat Drink Shop Healthy,Healthier Purchases,2026-03-28,Active,Participant,30,15.0
RESIDENT_00675,Move It Challenge,MVPA Minutes,2026-04-04,Active,Platinum,150,81.2
RESIDENT_01360,Eat Drink Shop Healthy,Healthier Purchases,2026-04-06,Active,Silver,30,44.1
RESIDENT_00616,National Steps Challenge,Steps,2026-03-21,Active,Gold,10000,76.4
RESIDENT_00673,Move It Challenge,MVPA Minutes,2026-04-05,Active,Gold,150,69.4
RESIDENT_00962,Move It Challenge,MVPA Minutes,2026-03-20,Active,Gold,150,74.2
RESIDENT_00780,National Steps Challenge,Steps,2026-04-07,Active,Silver,10000,49.9
RESIDENT_00347,Eat Drink Shop Healthy,Healthier Purchases,2026-03-25,Active,Bronze,30,22.8
RESIDENT_01037,Move It Challenge,MVPA Minutes,2026-03-01,Active,Bronze,150,24.0
RESIDENT_01396,Eat Drink Shop Healthy,Healthier Purchases,2026-03-05,Active,Platinum,30,81.5
RESIDENT_01464,Eat Drink Shop Healthy,Healthier Purchases,2026-04-09,Active,Bronze,30,38.5
RESIDENT_00872,Eat Drink Shop Healthy,Healthier Purchases,2026-03-03,Active,Bronze,30,29.7
RESIDENT_00283,Move It Challenge,MVPA Minutes,2026-03-13,Active,Platinum,150,98.0
RESIDENT_01404,National Steps Challenge,Steps,2026-03-16,Active,Silver,10000,55.6
RESIDENT_00746,National Steps Challenge,Steps,2026-04-05,Active,Bronze,10000,29.1
RESIDENT_00495,Move It Challenge,MVPA Minutes,2026-03-16,Active,Gold,150,77.2
RESIDENT_00976,Move It Challenge,MVPA Minutes,2026-03-18,Active,Bronze,150,27.1
RESIDENT_00569,National Steps Challenge,Steps,2026-03-05,Active,Participant,10000,19.1
RESIDENT_00543,Eat Drink Shop Healthy,Healthier Purchases,2026-04-02,Active,Silver,30,43.8
RESIDENT_01322,National Steps Challenge,Steps,2026-03-11,Active,Participant,10000,12.9
RESIDENT_00702,Move It Challenge,MVPA Minutes,2026-04-07,Active,Platinum,150,82.6
RESIDENT_00285,National Steps Challenge,Steps,2026-03-06,Active,Silver,10000,57.5
RESIDENT_01157,Eat Drink Shop Healthy,Healthier Purchases,2026-03-01,Active,Silver,30,43.7
RESIDENT_00365,National Steps Challenge,Steps,2026-03-31,Active,Platinum,10000,96.4
RESIDENT_00847,Move It Challenge,MVPA Minutes,2026-03-31,Active,Silver,150,44.3
RESIDENT_00563,National Steps Challenge,Steps,2026-03-14,Active,Participant,10000,18.5
RESIDENT_01390,Move It Challenge,MVPA Minutes,2026-04-01,Active,Gold,150,76.6
RESIDENT_01144,National Steps Challenge,Steps,2026-03-14,Active,Gold,10000,61.7
RESIDENT_00809,Move It Challenge,MVPA Minutes,2026-03-27,Active,Platinum,150,84.4
RESIDENT_00826,Eat Drink Shop Healthy,Healthier Purchases,2026-03-24,Active,Platinum,30,98.0
RESIDENT_00934,National Steps Challenge,Steps,2026-03-06,Active,Participant,10000,10.1
RESIDENT_00142,National Steps Challenge,Steps,2026-03-13,Active,Silver,10000,44.7
RESIDENT_00402,National Steps Challenge,Steps,2026-03-10,Active,Participant,10000,13.4
RESIDENT_00967,National Steps Challenge,Steps,2026-03-27,Active,Platinum,10000,82.1
RESIDENT_00214,Move It Challenge,MVPA Minutes,2026-04-02,Active,Platinum,150,84.1
RESIDENT_00600,Move It Challenge,MVPA Minutes,2026-04-04,Active,Silver,150,52.1
RESIDENT_00994,Move It Challenge,MVPA Minutes,2026-03-25,Active,Bronze,150,32.9
RESIDENT_00980,National Steps Challenge,Steps,2026-04-08,Active,Platinum,10000,80.3
RESIDENT_00714,National Steps Challenge,Steps,2026-03-04,Active,Gold,10000,61.1
RESIDENT_01166,Eat Drink Shop Healthy,Healthier Purchases,2026-03-02,Active,Gold,30,70.6
RESIDENT_00280,Move It Challenge,MVPA Minutes,2026-03-04,Active,Platinum,150,87.6
RESIDENT_00536,Move It Challenge,MVPA Minutes,2026-04-10,Active,Platinum,150,97.6
RESIDENT_00201,National Steps Challenge,Steps,2026-04-02,Active,Gold,10000,69.3
RESIDENT_01087,National Steps Challenge,Steps,2026-03-13,Active,Bronze,10000,29.8
RESIDENT_00708,Eat Drink Shop Healthy,Healthier Purchases,2026-03-08,Active,Gold,30,74.2
RESIDENT_00781,National Steps Challenge,Steps,2026-03-01,Active,Silver,10000,51.4
RESIDENT_01305,National Steps Challenge,Steps,2026-03-22,Active,Gold,10000,76.9
RESIDENT_01303,National Steps Challenge,Steps,2026-03-14,Active,Platinum,10000,83.3
RESIDENT_00804,National Steps Challenge,Steps,2026-03-28,Active,Gold,10000,68.2
RESIDENT_00212,Eat Drink Shop Healthy,Healthier Purchases,2026-04-05,Active,Gold,30,61.7
RESIDENT_01495,Move It Challenge,MVPA Minutes,2026-04-08,Active,Silver,150,40.1
RESIDENT_00418,Eat Drink Shop Healthy,Healthier Purchases,2026-03-08,Active,Participant,30,2.5
RESIDENT_00114,Move It Challenge,MVPA Minutes,2026-04-04,Active,Participant,150,13.1
RESIDENT_00774,Eat Drink Shop Healthy,Healthier Purchases,2026-03-27,Active,Gold,30,77.5
RESIDENT_01467,National Steps Challenge,Steps,2026-03-13,Active,Silver,10000,58.5
RESIDENT_00641,National Steps Challenge,Steps,2026-03-07,Active,Platinum,10000,93.9
RESIDENT_01165,Eat Drink Shop Healthy,Healthier Purchases,2026-03-06,Active,Bronze,30,23.0
RESIDENT_01022,National Steps Challenge,Steps,2026-03-01,Active,Silver,10000,57.2
RESIDENT_01103,Move It Challenge,MVPA Minutes,2026-03-27,Active,Participant,150,11.8
RESIDENT_00525,Move It Challenge,MVPA Minutes,2026-04-06,Active,Silver,150,42.7
RESIDENT_00085,Move It Challenge,MVPA Minutes,2026-03-09,Active,Gold,150,77.7
RESIDENT_00409,National Steps Challenge,Steps,2026-03-25,Active,Platinum,10000,89.5
RESIDENT_00176,Move It Challenge,MVPA Minutes,2026-03-06,Active,Silver,150,56.0
RESIDENT_00193,National Steps Challenge,Steps,2026-03-23,Active,Gold,10000,71.5
RESIDENT_00041,National Steps Challenge,Steps,2026-03-27,Active,Gold,10000,72.1
RESIDENT_00904,Eat Drink Shop Healthy,Healthier Purchases,2026-03-25,Active,Platinum,30,80.3
RESIDENT_00229,National Steps Challenge,Steps,2026-03-10,Active,Gold,10000,68.0
RESIDENT_00187,Eat Drink Shop Healthy,Healthier Purchases,2026-03-10,Active,Participant,30,17.0
RESIDENT_00143,Eat Drink Shop Healthy,Healthier Purchases,2026-04-10,Active,Silver,30,58.5
RESIDENT_00111,Eat Drink Shop Healthy,Healthier Purchases,2026-03-07,Active,Platinum,30,83.6
RESIDENT_00777,Move It Challenge,MVPA Minutes,2026-03-05,Active,Gold,150,73.2
RESIDENT_00562,National Steps Challenge,Steps,2026-03-07,Active,Bronze,10000,20.4
RESIDENT_01031,Move It Challenge,MVPA Minutes,2026-03-10,Active,Participant,150,10.0
RESIDENT_01365,Eat Drink Shop Healthy,Healthier Purchases,2026-03-14,Active,Gold,30,63.4
RESIDENT_01070,Move It Challenge,MVPA Minutes,2026-04-08,Active,Silver,150,42.4
RESIDENT_00423,National Steps Challenge,Steps,2026-03-06,Active,Participant,10000,12.5
RESIDENT_01118,National Steps Challenge,Steps,2026-03-10,Active,Platinum,10000,87.2
RESIDENT_00697,Eat Drink Shop Healthy,Healthier Purchases,2026-04-09,Active,Participant,30,1.5
RESIDENT_00095,Eat Drink Shop Healthy,Healthier Purchases,2026-04-09,Active,Bronze,30,26.0
RESIDENT_00034,Eat Drink Shop Healthy,Healthier Purchases,2026-03-25,Active,Participant,30,19.1
RESIDENT_01491,Eat Drink Shop Healthy,Healthier Purchases,2026-04-09,Active,Participant,30,18.2
RESIDENT_00028,National Steps Challenge,Steps,2026-03-05,Active,Participant,10000,6.4
RESIDENT_00356,National Steps Challenge,Steps,2026-03-25,Active,Platinum,10000,93.0
RESIDENT_00490,Eat Drink Shop Healthy,Healthier Purchases,2026-03-10,Active,Participant,30,18.4
RESIDENT_01206,Eat Drink Shop Healthy,Healthier Purchases,2026-03-04,Active,Participant,30,3.0
RESIDENT_00145,Move It Challenge,MVPA Minutes,2026-03-06,Active,Participant,150,5.1
RESIDENT_00351,Eat Drink Shop Healthy,Healthier Purchases,2026-03-20,Active,Participant,30,19.2
RESIDENT_00250,National Steps Challenge,Steps,2026-03-16,Active,Participant,10000,17.0
RESIDENT_00403,National Steps Challenge,Steps,2026-04-10,Active,Bronze,10000,29.4
RESIDENT_00572,Eat Drink Shop Healthy,Healthier Purchases,2026-03-25,Active,Platinum,30,82.1
RESIDENT_00891,Move It Challenge,MVPA Minutes,2026-04-05,Active,Participant,150,3.6
RESIDENT_00740,Eat Drink Shop Healthy,Healthier Purchases,2026-03-04,Active,Gold,30,73.0
RESIDENT_00728,Eat Drink Shop Healthy,Healthier Purchases,2026-03-21,Active,Participant,30,18.5
RESIDENT_00855,Eat Drink Shop Healthy,Healthier Purchases,2026-03-29,Active,Participant,30,12.9
RESIDENT_00960,Move It Challenge,MVPA Minutes,2026-03-08,Active,Participant,150,4.6
RESIDENT_01167,Move It Challenge,MVPA Minutes,2026-04-01,Active,Gold,150,67.6
RESIDENT_00952,National Steps Challenge,Steps,2026-03-08,Active,Participant,10000,9.7
RESIDENT_00171,Eat Drink Shop Healthy,Healthier Purchases,2026-03-26,Active,Gold,30,67.5
RESIDENT_01083,Eat Drink Shop Healthy,Healthier Purchases,2026-03-23,Active,Bronze,30,39.5
RESIDENT_00491,National Steps Challenge,Steps,2026-04-02,Active,Silver,10000,48.2
RESIDENT_00676,National Steps Challenge,Steps,2026-03-26,Active,Gold,10000,64.4
RESIDENT_00934,Move It Challenge,MVPA Minutes,2026-04-07,Active,Silver,150,45.7
RESIDENT_00817,National Steps Challenge,Steps,2026-04-10,Active,Gold,10000,66.7
RESIDENT_01324,National Steps Challenge,Steps,2026-03-19,Active,Silver,10000,59.5
RESIDENT_00464,National Steps Challenge,Steps,2026-03-02,Active,Gold,10000,67.2
RESIDENT_00383,Eat Drink Shop Healthy,Healthier Purchases,2026-03-22,Active,Participant,30,11.9
RESIDENT_01306,Move It Challenge,MVPA Minutes,2026-03-31,Active,Silver,150,56.7
RESIDENT_01008,Move It Challenge,MVPA Minutes,2026-04-08,Active,Bronze,150,27.6
RESIDENT_01337,National Steps Challenge,Steps,2026-03-11,Active,Gold,10000,63.6
RESIDENT_00144,Move It Challenge,MVPA Minutes,2026-03-09,Active,Platinum,150,92.7
RESIDENT_00002,National Steps Challenge,Steps,2026-03-08,Active,Gold,10000,79.9
RESIDENT_00777,Eat Drink Shop Healthy,Healthier Purchases,2026-03-25,Active,Platinum,30,84.9
RESIDENT_00528,National Steps Challenge,Steps,2026-04-02,Active,Gold,10000,65.5
RESIDENT_00035,Eat Drink Shop Healthy,Healthier Purchases,2026-04-07,Active,Bronze,30,28.0
RESIDENT_01195,National Steps Challenge,Steps,2026-03-19,Active,Gold,10000,73.2
RESIDENT_00500,National Steps Challenge,Steps,2026-04-09,Active,Platinum,10000,81.2
RESIDENT_00298,Eat Drink Shop Healthy,Healthier Purchases,2026-03-28,Active,Participant,30,12.5
RESIDENT_01384,National Steps Challenge,Steps,2026-03-01,Active,Silver,10000,52.6
RESIDENT_01250,Move It Challenge,MVPA Minutes,2026-03-18,Active,Bronze,150,20.9
RESIDENT_00501,National Steps Challenge,Steps,2026-03-13,Active,Bronze,10000,34.2
RESIDENT_01245,Eat Drink Shop Healthy,Healthier Purchases,2026-04-02,Active,Platinum,30,81.0
RESIDENT_01385,Move It Challenge,MVPA Minutes,2026-03-27,Active,Bronze,150,24.9
RESIDENT_00563,Move It Challenge,MVPA Minutes,2026-03-04,Active,Participant,150,18.4
RESIDENT_00187,Move It Challenge,MVPA Minutes,2026-03-07,Active,Participant,150,12.3
RESIDENT_00381,Eat Drink Shop Healthy,Healthier Purchases,2026-03-05,Active,Gold,30,74.5
RESIDENT_00256,Move It Challenge,MVPA Minutes,2026-03-09,Active,Participant,150,12.1
RESIDENT_01277,Move It Challenge,MVPA Minutes,2026-03-13,Active,Silver,150,41.8
RESIDENT_00683,National Steps Challenge,Steps,2026-03-20,Active,Gold,10000,73.7
RESIDENT_00393,National Steps Challenge,Steps,2026-03-14,Active,Gold,10000,76.3
RESIDENT_00420,Eat Drink Shop Healthy,Healthier Purchases,2026-03-31,Active,Gold,30,62.3
RESIDENT_01073,Eat Drink Shop Healthy,Healthier Purchases,2026-03-06,Active,Silver,30,42.5
RESIDENT_01079,Move It Challenge,MVPA Minutes,2026-04-09,Active,Gold,150,79.0
RESIDENT_00374,Eat Drink Shop Healthy,Healthier Purchases,2026-03-20,Active,Platinum,30,82.6
RESIDENT_00599,Eat Drink Shop Healthy,Healthier Purchases,2026-03-09,Active,Participant,30,3.3
RESIDENT_00870,Move It Challenge,MVPA Minutes,2026-03-11,Active,Platinum,150,94.2
RESIDENT_00539,Eat Drink Shop Healthy,Healthier Purchases,2026-03-19,Active,Platinum,30,91.5
RESIDENT_00820,Move It Challenge,MVPA Minutes,2026-03-08,Active,Participant,150,2.9
RESIDENT_00348,Eat Drink Shop Healthy,Healthier Purchases,2026-04-08,Active,Participant,30,12.0
RESIDENT_00985,National Steps Challenge,Steps,2026-03-02,Active,Silver,10000,45.7
RESIDENT_00132,National Steps Challenge,Steps,2026-03-26,Active,Silver,10000,53.1
RESIDENT_01312,National Steps Challenge,Steps,2026-03-10,Active,Gold,10000,67.5
RESIDENT_00770,Eat Drink Shop Healthy,Healthier Purchases,2026-04-07,Active,Silver,30,41.2
RESIDENT_00119,Move It Challenge,MVPA Minutes,2026-04-01,Active,Bronze,150,21.7
RESIDENT_00110,Eat Drink Shop Healthy,Healthier Purchases,2026-03-20,Active,Platinum,30,84.0
RESIDENT_01072,Move It Challenge,MVPA Minutes,2026-03-22,Active,Silver,150,40.1
RESIDENT_00308,Move It Challenge,MVPA Minutes,2026-03-17,Active,Gold,150,66.0
RESIDENT_00701,Eat Drink Shop Healthy,Healthier Purchases,2026-04-09,Active,Participant,30,2.7
RESIDENT_01066,Move It Challenge,MVPA Minutes,2026-03-17,Active,Silver,150,51.9
RESIDENT_00512,Move It Challenge,MVPA Minutes,2026-03-19,Active,Bronze,150,20.8
RESIDENT_01193,Move It Challenge,MVPA Minutes,2026-03-14,Active,Bronze,150,33.7
RESIDENT_00146,Move It Challenge,MVPA Minutes,2026-03-30,Active,Platinum,150,97.5
RESIDENT_00980,Move It Challenge,MVPA Minutes,2026-04-06,Active,Gold,150,78.6
RESIDENT_00716,Move It Challenge,MVPA Minutes,2026-03-14,Active,Silver,150,59.3
RESIDENT_01079,National Steps Challenge,Steps,2026-03-25,Active,Gold,10000,72.8
RESIDENT_00479,Eat Drink Shop Healthy,Healthier Purchases,2026-03-11,Active,Platinum,30,98.4
RESIDENT_00147,Move It Challenge,MVPA Minutes,2026-03-26,Active,Bronze,150,28.6
RESIDENT_00545,National Steps Challenge,Steps,2026-03-22,Active,Bronze,10000,25.1
RESIDENT_00081,Eat Drink Shop Healthy,Healthier Purchases,2026-03-16,Active,Platinum,30,87.8
RESIDENT_00436,Move It Challenge,MVPA Minutes,2026-03-25,Active,Platinum,150,83.4
RESIDENT_01436,Eat Drink Shop Healthy,Healthier Purchases,2026-04-06,Active,Gold,30,65.4
RESIDENT_00732,National Steps Challenge,Steps,2026-04-04,Active,Participant,10000,8.7
RESIDENT_00111,Move It Challenge,MVPA Minutes,2026-04-04,Active,Gold,150,77.3
RESIDENT_01367,National Steps Challenge,Steps,2026-04-01,Active,Silver,10000,48.5
RESIDENT_00927,National Steps Challenge,Steps,2026-03-09,Active,Silver,10000,55.0
RESIDENT_00724,National Steps Challenge,Steps,2026-03-01,Active,Gold,10000,62.0
RESIDENT_01489,National Steps Challenge,Steps,2026-03-16,Active,Bronze,10000,35.3
RESIDENT_00015,National Steps Challenge,Steps,2026-03-11,Active,Platinum,10000,89.9
RESIDENT_00213,National Steps Challenge,Steps,2026-03-05,Active,Bronze,10000,33.7
RESIDENT_00087,Eat Drink Shop Healthy,Healthier Purchases,2026-03-02,Active,Bronze,30,27.5
RESIDENT_00866,Eat Drink Shop Healthy,Healthier Purchases,2026-03-27,Active,Platinum,30,93.2
RESIDENT_00595,National Steps Challenge,Steps,2026-03-21,Active,Gold,10000,69.7
RESIDENT_01206,Move It Challenge,MVPA Minutes,2026-03-24,Active,Bronze,150,28.2
RESIDENT_01133,Move It Challenge,MVPA Minutes,2026-03-13,Active,Silver,150,40.7
RESIDENT_00681,Move It Challenge,MVPA Minutes,2026-03-25,Active,Gold,150,77.6
RESIDENT_00870,National Steps Challenge,Steps,2026-03-18,Active,Platinum,10000,87.4
RESIDENT_01483,National Steps Challenge,Steps,2026-04-10,Active,Gold,10000,71.7
RESIDENT_00075,National Steps Challenge,Steps,2026-04-05,Active,Silver,10000,49.0
RESIDENT_01032,Eat Drink Shop Healthy,Healthier Purchases,2026-03-07,Active,Silver,30,58.3
RESIDENT_00986,Eat Drink Shop Healthy,Healthier Purchases,2026-04-10,Active,Participant,30,17.9
RESIDENT_01473,Eat Drink Shop Healthy,Healthier Purchases,2026-03-16,Active,Silver,30,59.3
RESIDENT_00162,Eat Drink Shop Healthy,Healthier Purchases,2026-04-01,Active,Silver,30,56.2
RESIDENT_01347,Eat Drink Shop Healthy,Healthier Purchases,2026-03-04,Active,Participant,30,9.6
RESIDENT_00360,Eat Drink Shop Healthy,Healthier Purchases,2026-03-23,Active,Gold,30,65.9
RESIDENT_00325,National Steps Challenge,Steps,2026-03-13,Active,Participant,10000,1.2
RESIDENT_00586,National Steps Challenge,Steps,2026-03-21,Active,Platinum,10000,82.3
RESIDENT_00915,Move It Challenge,MVPA Minutes,2026-04-06,Active,Platinum,150,93.0
RESIDENT_00215,Move It Challenge,MVPA Minutes,2026-03-07,Active,Bronze,150,38.5
RESIDENT_00202,National Steps Challenge,Steps,2026-03-06,Completed,Platinum,10000,99.5
RESIDENT_00390,National Steps Challenge,Steps,2026-04-09,Active,Platinum,10000,81.9
RESIDENT_01231,Eat Drink Shop Healthy,Healthier Purchases,2026-04-04,Active,Gold,30,62.5
RESIDENT_00397,National Steps Challenge,Steps,2026-03-04,Active,Platinum,10000,81.3
RESIDENT_01465,Eat Drink Shop Healthy,Healthier Purchases,2026-03-31,Active,Platinum,30,80.3
RESIDENT_00601,Move It Challenge,MVPA Minutes,2026-03-03,Active,Platinum,150,97.3
RESIDENT_01116,Move It Challenge,MVPA Minutes,2026-03-23,Active,Silver,150,54.8
RESIDENT_00912,National Steps Challenge,Steps,2026-03-27,Active,Silver,10000,49.6
RESIDENT_01421,Eat Drink Shop Healthy,Healthier Purchases,2026-04-09,Active,Participant,30,16.6
RESIDENT_00907,Move It Challenge,MVPA Minutes,2026-04-09,Active,Platinum,150,92.4
RESIDENT_00665,Eat Drink Shop Healthy,Healthier Purchases,2026-03-27,Active,Gold,30,77.4
RESIDENT_01179,Move It Challenge,MVPA Minutes,2026-03-25,Active,Participant,150,14.5
RESIDENT_00887,National Steps Challenge,Steps,2026-03-09,Active,Platinum,10000,83.0
RESIDENT_00690,Move It Challenge,MVPA Minutes,2026-03-05,Active,Bronze,150,34.5
RESIDENT_01214,Move It Challenge,MVPA Minutes,2026-03-22,Active,Silver,150,46.9
RESIDENT_00561,Move It Challenge,MVPA Minutes,2026-04-10,Active,Platinum,150,96.6
RESIDENT_01076,Eat Drink Shop Healthy,Healthier Purchases,2026-04-05,Active,Participant,30,12.1
RESIDENT_00583,National Steps Challenge,Steps,2026-03-30,Active,Gold,10000,73.8
RESIDENT_01176,Move It Challenge,MVPA Minutes,2026-03-27,Active,Silver,150,41.8
RESIDENT_00705,National Steps Challenge,Steps,2026-03-20,Active,Bronze,10000,39.2
RESIDENT_01497,Move It Challenge,MVPA Minutes,2026-03-31,Active,Gold,150,72.5
RESIDENT_00811,Move It Challenge,MVPA Minutes,2026-04-07,Active,Gold,150,63.6
RESIDENT_01123,National Steps Challenge,Steps,2026-04-05,Active,Participant,10000,19.4
RESIDENT_00928,Move It Challenge,MVPA Minutes,2026-03-09,Active,Gold,150,79.6
RESIDENT_01054,Move It Challenge,MVPA Minutes,2026-03-17,Active,Bronze,150,25.9
RESIDENT_01128,Eat Drink Shop Healthy,Healthier Purchases,2026-04-03,Active,Bronze,30,31.7
RESIDENT_01253,National Steps Challenge,Steps,2026-04-01,Active,Gold,10000,70.9
RESIDENT_01179,National Steps Challenge,Steps,2026-03-07,Active,Bronze,10000,25.9
RESIDENT_01323,Eat Drink Shop Healthy,Healthier Purchases,2026-03-17,Active,Gold,30,73.4
RESIDENT_00124,Move It Challenge,MVPA Minutes,2026-03-30,Active,Bronze,150,34.9
RESIDENT_00065,Move It Challenge,MVPA Minutes,2026-03-18,Active,Gold,150,70.3
RESIDENT_00264,Move It Challenge,MVPA Minutes,2026-03-23,Active,Platinum,150,89.1
RESIDENT_00723,National Steps Challenge,Steps,2026-04-04,Active,Participant,10000,20.0
RESIDENT_00141,National Steps Challenge,Steps,2026-03-31,Active,Participant,10000,13.4
RESIDENT_00893,National Steps Challenge,Steps,2026-03-11,Active,Gold,10000,77.2
RESIDENT_00287,Eat Drink Shop Healthy,Healthier Purchases,2026-03-29,Active,Silver,30,41.5
RESIDENT_00474,National Steps Challenge,Steps,2026-03-29,Active,Platinum,10000,86.5
RESIDENT_00190,National Steps Challenge,Steps,2026-03-06,Active,Participant,10000,7.0
RESIDENT_00014,Eat Drink Shop Healthy,Healthier Purchases,2026-04-05,Active,Platinum,30,83.1
RESIDENT_01350,Move It Challenge,MVPA Minutes,2026-03-21,Active,Platinum,150,89.3
RESIDENT_00567,Eat Drink Shop Healthy,Healthier Purchases,2026-04-09,Active,Platinum,30,80.5
RESIDENT_00341,Move It Challenge,MVPA Minutes,2026-04-06,Active,Gold,150,75.2
RESIDENT_01282,Eat Drink Shop Healthy,Healthier Purchases,2026-03-15,Active,Platinum,30,86.5
RESIDENT_00327,National Steps Challenge,Steps,2026-03-19,Active,Gold,10000,64.7
RESIDENT_00153,Move It Challenge,MVPA Minutes,2026-03-10,Active,Bronze,150,27.8
