resident_id,log_date,meal_type,food_item,calories,healthier_choice_flag
RESIDENT_00900,2026-04-11,Breakfast,Oats & berries,357,Y
RESIDENT_01182,2026-04-08,Lunch,Yong tau foo (soup),313,Y
RESIDENT_00977,2026-04-07,Lunch,Thunder tea rice,256,Y
RESIDENT_00668,2026-04-17,Breakfast,Roti prata,522,N
RESIDENT_00802,2026-04-10,Dinner,Laksa,662,N
RESIDENT_01365,2026-06-01,Lunch,Oats & berries,247,Y
RESIDENT_00748,2026-05-16,Breakfast,Fried bee hoon,766,N
RESIDENT_00950,2026-04-21,Snack,Nasi lemak,690,N
RESIDENT_00004,2026-04-02,Dinner,Fried bee hoon,777,N
RESIDENT_01182,2026-05-23,Dinner,Oats & berries,175,Y
RESIDENT_01077,2026-05-15,Lunch,Steamed fish & veg,317,Y
RESIDENT_01190,2026-06-10,Dinner,Laksa,838,N
RESIDENT_00836,2026-06-20,Dinner,Fried bee hoon,599,N
RESIDENT_00403,2026-06-28,Lunch,Steamed fish & veg,302,Y
RESIDENT_00709,2026-05-06,Dinner,Laksa,820,N
RESIDENT_01296,2026-06-22,Breakfast,Laksa,777,N
RESIDENT_00508,2026-06-06,Dinner,Kopi-O (no sugar),5,Y
RESIDENT_00221,2026-06-09,Dinner,Oats & berries,188,Y
RESIDENT_00016,2026-04-24,Dinner,Oats & berries,180,Y
RESIDENT_01283,2026-05-08,Snack,Salad bowl,419,Y
RESIDENT_01207,2026-05-09,Breakfast,Thunder tea rice,291,Y
RESIDENT_00497,2026-06-04,Snack,Yong tau foo (soup),192,Y
RESIDENT_00677,2026-05-29,Breakfast,Thunder tea rice,158,Y
RESIDENT_00115,2026-05-02,Dinner,Laksa,587,N
RESIDENT_00748,2026-04-02,Snack,Roti prata,719,N
RESIDENT_00364,2026-06-26,Dinner,Fruit bowl,286,Y
RESIDENT_01263,2026-05-19,Snack,Yong tau foo (soup),411,Y
RESIDENT_00021,2026-04-09,Lunch,Fried bee hoon,729,N
RESIDENT_01388,2026-05-27,Dinner,Kopi-O (no sugar),5,Y
RESIDENT_01090,2026-06-21,Breakfast,Fruit bowl,292,Y
RESIDENT_00692,2026-05-14,Snack,Wholegrain cereal,404,Y
RESIDENT_01426,2026-04-05,Dinner,Wholegrain cereal,223,Y
RESIDENT_00717,2026-05-18,Dinner,Laksa,558,N
RESIDENT_01082,2026-04-15,Snack,Nasi lemak,584,N
RESIDENT_00889,2026-05-07,Snack,Wholegrain cereal,307,Y
RESIDENT_00893,2026-06-23,Breakfast,Chicken rice,589,N
RESIDENT_01241,2026-05-25,Breakfast,Fried bee hoon,526,N
RESIDENT_00942,2026-04-04,Dinner,Fried bee hoon,482,N
RESIDENT_01017,2026-04-02,Snack,Chicken rice,529,N
RESIDENT_00564,2026-04-22,Lunch,Oats & berries,411,Y
RESIDENT_01154,2026-05-19,Snack,Roti prata,824,N
RESIDENT_00199,2026-05-02,Breakfast,Fried bee hoon,600,N
RESIDENT_00409,2026-04-19,Lunch,Steamed fish & veg,327,Y
RESIDENT_01299,2026-05-08,Snack,Salad bowl,233,Y
RESIDENT_01151,2026-05-27,Dinner,Kopi-O (no sugar),5,Y
RESIDENT_00942,2026-06-26,Breakfast,Nasi lemak,836,N
RESIDENT_00474,2026-05-12,Breakfast,Kopi-O (no sugar),5,Y
RESIDENT_00918,2026-04-04,Lunch,Bubble tea,749,N
RESIDENT_00403,2026-06-28,Dinner,Roti prata,471,N
RESIDENT_01437,2026-04-02,Breakfast,Kopi-O (no sugar),5,Y
RESIDENT_00703,2026-06-27,Snack,Kopi-O (no sugar),5,Y
RESIDENT_00885,2026-06-07,Dinner,Thunder tea rice,126,Y
RESIDENT_00201,2026-04-07,Breakfast,Kopi-O (no sugar),5,Y
RESIDENT_01377,2026-05-31,Snack,Char kway teow,773,N
RESIDENT_00449,2026-05-20,Lunch,Fruit bowl,122,Y
RESIDENT_00013,2026-04-07,Breakfast,Chicken rice,582,N
RESIDENT_00422,2026-06-05,Lunch,Fried bee hoon,491,N
RESIDENT_00831,2026-04-10,Dinner,Wholegrain cereal,123,Y
RESIDENT_00086,2026-04-04,Lunch,Fruit bowl,406,Y
RESIDENT_01289,2026-06-01,Snack,Char kway teow,516,N
RESIDENT_00839,2026-05-26,Lunch,Oats & berries,344,Y
RESIDENT_01350,2026-04-25,Dinner,Yong tau foo (soup),300,Y
RESIDENT_01335,2026-05-29,Lunch,Fried bee hoon,682,N
RESIDENT_00552,2026-04-07,Breakfast,Oats & berries,277,Y
RESIDENT_01282,2026-06-09,Lunch,Nasi lemak,529,N
RESIDENT_01046,2026-05-30,Breakfast,Fruit bowl,417,Y
RESIDENT_00601,2026-05-13,Snack,Nasi lemak,786,N
RESIDENT_00583,2026-05-09,Snack,Fruit bowl,318,Y
RESIDENT_00524,2026-04-14,Breakfast,Steamed fish & veg,170,Y
RESIDENT_00209,2026-04-26,Dinner,Salad bowl,354,Y
RESIDENT_01224,2026-04-03,Lunch,Wholegrain cereal,252,Y
RESIDENT_00093,2026-05-19,Dinner,Bubble tea,819,N
RESIDENT_00177,2026-06-22,Breakfast,Wholegrain cereal,346,Y
RESIDENT_00245,2026-06-10,Snack,Roti prata,521,N
RESIDENT_01343,2026-06-03,Breakfast,Salad bowl,402,Y
RESIDENT_00440,2026-06-21,Snack,Roti prata,702,N
RESIDENT_00448,2026-06-07,Dinner,Fried bee hoon,769,N
RESIDENT_00070,2026-05-12,Breakfast,Oats & berries,386,Y
RESIDENT_00397,2026-04-03,Lunch,Chicken rice,812,N
RESIDENT_00397,2026-05-14,Breakfast,Fruit bowl,189,Y
RESIDENT_00134,2026-04-19,Snack,Fried bee hoon,577,N
RESIDENT_01237,2026-04-23,Lunch,Fruit bowl,387,Y
RESIDENT_00536,2026-06-19,Breakfast,Bubble tea,831,N
RESIDENT_01144,2026-05-22,Snack,Wholegrain cereal,165,Y
RESIDENT_00018,2026-04-19,Breakfast,Roti prata,535,N
RESIDENT_01037,2026-04-22,Snack,Thunder tea rice,412,Y
RESIDENT_00734,2026-06-10,Breakfast,Steamed fish & veg,309,Y
RESIDENT_00513,2026-05-03,Lunch,Fruit bowl,277,Y
RESIDENT_00746,2026-06-07,Dinner,Bubble tea,500,N
RESIDENT_00712,2026-05-19,Snack,Wholegrain cereal,141,Y
RESIDENT_00109,2026-05-06,Snack,Oats & berries,243,Y
RESIDENT_00518,2026-04-29,Snack,Roti prata,813,N
RESIDENT_00793,2026-06-22,Breakfast,Laksa,834,N
RESIDENT_00486,2026-04-04,Lunch,Nasi lemak,779,N
RESIDENT_01148,2026-05-14,Dinner,Roti prata,518,N
RESIDENT_00116,2026-04-08,Breakfast,Salad bowl,194,Y
RESIDENT_00907,2026-06-26,Lunch,Laksa,738,N
RESIDENT_00866,2026-04-30,Lunch,Laksa,765,N
RESIDENT_00421,2026-04-08,Dinner,Salad bowl,140,Y
RESIDENT_01136,2026-04-04,Snack,Fried bee hoon,461,N
RESIDENT_00726,2026-06-29,Dinner,Fruit bowl,283,Y
RESIDENT_00492,2026-04-02,Lunch,Wholegrain cereal,363,Y
RESIDENT_00567,2026-06-23,Snack,Bubble tea,582,N
RESIDENT_00006,2026-04-07,Breakfast,Oats & berries,408,Y
RESIDENT_00162,2026-06-04,Lunch,Wholegrain cereal,390,Y
RESIDENT_01332,2026-05-19,Breakfast,Laksa,814,N
RESIDENT_00257,2026-04-05,Breakfast,Fruit bowl,356,Y
RESIDENT_00840,2026-05-26,Snack,Roti prata,523,N
RESIDENT_00539,2026-06-07,Lunch,Salad bowl,370,Y
RESIDENT_00713,2026-06-06,Dinner,Roti prata,474,N
RESIDENT_01362,2026-05-10,Dinner,Kopi-O (no sugar),5,Y
RESIDENT_00857,2026-04-20,Breakfast,Bubble tea,719,N
RESIDENT_00437,2026-05-14,Dinner,Roti prata,543,N
RESIDENT_00540,2026-04-27,Dinner,Nasi lemak,495,N
RESIDENT_00413,2026-06-27,Lunch,Yong tau foo (soup),420,Y
RESIDENT_00609,2026-06-13,Breakfast,Bubble tea,595,N
RESIDENT_00333,2026-04-06,Dinner,Char kway teow,768,N
RESIDENT_01078,2026-05-18,Breakfast,Salad bowl,292,Y
RESIDENT_00214,2026-04-12,Breakfast,Roti prata,595,N
RESIDENT_00846,2026-04-21,Breakfast,Roti prata,814,N
RESIDENT_01190,2026-04-29,Lunch,Chicken rice,568,N
RESIDENT_00358,2026-04-08,Breakfast,Kopi-O (no sugar),5,Y
RESIDENT_00320,2026-04-06,Snack,Laksa,473,N
RESIDENT_00767,2026-05-26,Lunch,Laksa,540,N
RESIDENT_00928,2026-06-08,Lunch,Yong tau foo (soup),364,Y
RESIDENT_00887,2026-04-25,Lunch,Wholegrain cereal,135,Y
RESIDENT_00947,2026-05-01,Dinner,Fried bee hoon,816,N
RESIDENT_01448,2026-06-16,Snack,Nasi lemak,729,N
RESIDENT_01229,2026-04-15,Breakfast,Fruit bowl,292,Y
RESIDENT_01242,2026-05-05,Lunch,Bubble tea,639,N
RESIDENT_01236,2026-06-14,Breakfast,Wholegrain cereal,389,Y
RESIDENT_00051,2026-06-08,Breakfast,Chicken rice,704,N
RESIDENT_00521,2026-04-28,Snack,Salad bowl,254,Y
RESIDENT_00363,2026-05-04,Lunch,Thunder tea rice,310,Y
RESIDENT_01437,2026-05-02,Breakfast,Yong tau foo (soup),179,Y
RESIDENT_01331,2026-06-13,Breakfast,Fruit bowl,362,Y
RESIDENT_00092,2026-04-25,Snack,Steamed fish & veg,179,Y
RESIDENT_00425,2026-06-19,Breakfast,Nasi lemak,825,N
RESIDENT_01454,2026-06-27,Breakfast,Steamed fish & veg,365,Y
RESIDENT_00589,2026-05-10,Dinner,Roti prata,463,N
RESIDENT_01436,2026-04-11,Snack,Kopi-O (no sugar),5,Y
RESIDENT_00866,2026-05-16,Dinner,Roti prata,836,N
RESIDENT_01094,2026-05-11,Snack,Roti prata,721,N
RESIDENT_00631,2026-04-25,Dinner,Kopi-O (no sugar),5,Y
RESIDENT_00404,2026-05-22,Breakfast,Laksa,638,N
RESIDENT_00253,2026-06-26,Dinner,Yong tau foo (soup),258,Y
RESIDENT_01052,2026-06-28,Snack,Fruit bowl,167,Y
RESIDENT_01215,2026-06-10,Breakfast,Fried bee hoon,593,N
RESIDENT_00892,2026-05-03,Lunch,Laksa,765,N
RESIDENT_00567,2026-04-16,Dinner,Steamed fish & veg,247,Y
RESIDENT_00385,2026-05-23,Breakfast,Roti prata,753,N
RESIDENT_00298,2026-04-10,Dinner,Nasi lemak,788,N
RESIDENT_00747,2026-06-14,Breakfast,Salad bowl,127,Y
RESIDENT_01085,2026-04-22,Lunch,Bubble tea,473,N
RESIDENT_00353,2026-04-17,Breakfast,Fried bee hoon,608,N
RESIDENT_00663,2026-05-23,Snack,Salad bowl,201,Y
RESIDENT_00771,2026-05-19,Snack,Laksa,577,N
RESIDENT_01141,2026-04-19,Dinner,Yong tau foo (soup),369,Y
RESIDENT_01390,2026-04-14,Snack,Bubble tea,753,N
RESIDENT_01349,2026-06-14,Lunch,Chicken rice,567,N
RESIDENT_00424,2026-06-12,Dinner,Salad bowl,130,Y
RESIDENT_00579,2026-05-13,Lunch,Yong tau foo (soup),388,Y
RESIDENT_01083,2026-04-26,Dinner,Nasi lemak,649,N
RESIDENT_00013,2026-04-17,Lunch,Chicken rice,832,N
RESIDENT_01365,2026-05-01,Dinner,Fried bee hoon,529,N
RESIDENT_00480,2026-05-05,Snack,Roti prata,487,N
RESIDENT_00972,2026-04-30,Breakfast,Chicken rice,498,N
RESIDENT_00977,2026-06-07,Snack,Nasi lemak,716,N
RESIDENT_01270,2026-05-27,Lunch,Salad bowl,278,Y
RESIDENT_00293,2026-04-21,Dinner,Salad bowl,141,Y
RESIDENT_00486,2026-06-02,Dinner,Laksa,780,N
RESIDENT_00240,2026-05-28,Snack,Nasi lemak,664,N
RESIDENT_01248,2026-06-25,Dinner,Steamed fish & veg,238,Y
RESIDENT_00253,2026-06-14,Snack,Char kway teow,601,N
RESIDENT_00951,2026-04-11,Lunch,Kopi-O (no sugar),5,Y
RESIDENT_01333,2026-06-30,Breakfast,Bubble tea,766,N
RESIDENT_01371,2026-06-11,Dinner,Fried bee hoon,686,N
RESIDENT_01204,2026-06-10,Dinner,Laksa,674,N
RESIDENT_00970,2026-04-13,Snack,Yong tau foo (soup),223,Y
RESIDENT_00676,2026-05-25,Snack,Oats & berries,222,Y
RESIDENT_01404,2026-05-04,Snack,Nasi lemak,759,N
RESIDENT_00499,2026-06-04,Breakfast,Chicken rice,576,N
RESIDENT_01165,2026-04-27,Snack,Yong tau foo (soup),400,Y
RESIDENT_00467,2026-04-20,Dinner,Roti prata,499,N
RESIDENT_01293,2026-04-02,Dinner,Chicken rice,808,N
RESIDENT_00238,2026-06-14,Lunch,Wholegrain cereal,316,Y
RESIDENT_01443,2026-04-12,Lunch,Nasi lemak,793,N
RESIDENT_01324,2026-05-19,Dinner,Laksa,452,N
RESIDENT_00775,2026-06-17,Breakfast,Bubble tea,696,N
RESIDENT_00606,2026-06-25,Lunch,Char kway teow,772,N
RESIDENT_00054,2026-04-17,Snack,Nasi lemak,592,N
RESIDENT_01312,2026-04-16,Dinner,Bubble tea,802,N
RESIDENT_00578,2026-06-04,Lunch,Oats & berries,249,Y
RESIDENT_01381,2026-06-19,Lunch,Salad bowl,213,Y
RESIDENT_01379,2026-04-22,Lunch,Oats & berries,197,Y
RESIDENT_01364,2026-04-11,Dinner,Bubble tea,639,N
RESIDENT_01080,2026-05-02,Breakfast,Fruit bowl,164,Y
RESIDENT_00673,2026-04-29,Snack,Char kway teow,616,N
RESIDENT_01118,2026-05-28,Dinner,Yong tau foo (soup),200,Y
RESIDENT_00884,2026-04-27,Dinner,Salad bowl,158,Y
RESIDENT_00071,2026-05-04,Lunch,Wholegrain cereal,399,Y
RESIDENT_00378,2026-06-05,Lunch,Fried bee hoon,804,N
RESIDENT_00445,2026-04-16,Breakfast,Fried bee hoon,748,N
RESIDENT_01169,2026-06-15,Dinner,Nasi lemak,494,N
RESIDENT_00090,2026-05-17,Breakfast,Char kway teow,559,N
RESIDENT_00787,2026-06-29,Breakfast,Kopi-O (no sugar),5,Y
RESIDENT_01416,2026-04-12,Breakfast,Salad bowl,344,Y
RESIDENT_01119,2026-05-12,Lunch,Salad bowl,245,Y
RESIDENT_00242,2026-04-12,Snack,Chicken rice,503,N
RESIDENT_00567,2026-06-19,Dinner,Chicken rice,638,N
RESIDENT_00043,2026-06-16,Breakfast,Char kway teow,616,N
RESIDENT_00499,2026-05-26,Lunch,Nasi lemak,573,N
RESIDENT_00590,2026-06-30,Snack,Wholegrain cereal,199,Y
RESIDENT_00974,2026-05-31,Snack,Steamed fish & veg,125,Y
RESIDENT_01247,2026-05-31,Breakfast,Bubble tea,834,N
RESIDENT_00925,2026-05-13,Breakfast,Bubble tea,739,N
RESIDENT_00214,2026-04-18,Dinner,Wholegrain cereal,404,Y
RESIDENT_00208,2026-04-24,Breakfast,Laksa,637,N
RESIDENT_00474,2026-06-20,Snack,Laksa,695,N
RESIDENT_01428,2026-04-23,Breakfast,Char kway teow,626,N
RESIDENT_00257,2026-06-26,Dinner,Thunder tea rice,177,Y
RESIDENT_00942,2026-04-26,Breakfast,Oats & berries,193,Y
RESIDENT_01095,2026-04-22,Dinner,Nasi lemak,615,N
RESIDENT_00285,2026-04-21,Breakfast,Chicken rice,515,N
RESIDENT_01220,2026-06-27,Lunch,Laksa,612,N
RESIDENT_01071,2026-06-07,Breakfast,Nasi lemak,816,N
RESIDENT_00304,2026-06-10,Dinner,Chicken rice,639,N
RESIDENT_00189,2026-05-06,Dinner,Chicken rice,703,N
RESIDENT_00080,2026-04-26,Snack,Char kway teow,754,N
RESIDENT_00329,2026-05-15,Breakfast,Bubble tea,555,N
RESIDENT_01233,2026-06-09,Breakfast,Wholegrain cereal,203,Y
RESIDENT_00306,2026-04-19,Breakfast,Nasi lemak,584,N
RESIDENT_00794,2026-05-14,Breakfast,Nasi lemak,549,N
RESIDENT_01227,2026-06-04,Lunch,Steamed fish & veg,373,Y
RESIDENT_01024,2026-06-10,Breakfast,Nasi lemak,842,N
RESIDENT_00554,2026-05-23,Dinner,Kopi-O (no sugar),5,Y
RESIDENT_01410,2026-04-17,Snack,Steamed fish & veg,411,Y
RESIDENT_00366,2026-05-12,Dinner,Char kway teow,580,N
RESIDENT_01081,2026-06-04,Lunch,Steamed fish & veg,366,Y
RESIDENT_01464,2026-04-14,Breakfast,Kopi-O (no sugar),5,Y
RESIDENT_01148,2026-05-02,Dinner,Steamed fish & veg,133,Y
RESIDENT_00523,2026-06-05,Lunch,Bubble tea,590,N
RESIDENT_00438,2026-05-07,Lunch,Steamed fish & veg,308,Y
RESIDENT_01420,2026-06-22,Dinner,Bubble tea,471,N
RESIDENT_01013,2026-06-03,Snack,Roti prata,504,N
RESIDENT_01116,2026-06-06,Snack,Yong tau foo (soup),415,Y
RESIDENT_01072,2026-05-19,Breakfast,Chicken rice,520,N
RESIDENT_00992,2026-05-24,Lunch,Yong tau foo (soup),365,Y
RESIDENT_00477,2026-05-05,Dinner,Kopi-O (no sugar),5,Y
RESIDENT_00344,2026-04-26,Snack,Chicken rice,673,N
RESIDENT_01234,2026-06-04,Breakfast,Oats & berries,312,Y
RESIDENT_01048,2026-05-23,Breakfast,Kopi-O (no sugar),5,Y
RESIDENT_01253,2026-06-18,Snack,Fruit bowl,394,Y
RESIDENT_00177,2026-05-30,Lunch,Salad bowl,171,Y
RESIDENT_01338,2026-04-26,Breakfast,Laksa,694,N
RESIDENT_00915,2026-06-16,Lunch,Fried bee hoon,568,N
RESIDENT_01219,2026-05-31,Dinner,Fruit bowl,242,Y
RESIDENT_00945,2026-06-02,Snack,Yong tau foo (soup),263,Y
RESIDENT_00477,2026-05-19,Lunch,Roti prata,545,N
RESIDENT_01151,2026-04-21,Lunch,Nasi lemak,772,N
RESIDENT_00071,2026-04-09,Dinner,Oats & berries,256,Y
RESIDENT_01158,2026-06-22,Lunch,Fruit bowl,174,Y
RESIDENT_00802,2026-06-23,Snack,Oats & berries,406,Y
RESIDENT_00687,2026-04-11,Breakfast,Fruit bowl,233,Y
RESIDENT_01092,2026-05-11,Dinner,Oats & berries,154,Y
RESIDENT_00152,2026-04-10,Dinner,Wholegrain cereal,290,Y
RESIDENT_00048,2026-04-19,Snack,Salad bowl,321,Y
RESIDENT_01458,2026-04-02,Snack,Fried bee hoon,636,N
RESIDENT_01079,2026-06-29,Breakfast,Roti prata,731,N
RESIDENT_00411,2026-06-06,Breakfast,Yong tau foo (soup),356,Y
RESIDENT_01247,2026-06-30,Breakfast,Kopi-O (no sugar),5,Y
RESIDENT_00405,2026-04-11,Breakfast,Fruit bowl,326,Y
RESIDENT_00801,2026-04-19,Lunch,Oats & berries,248,Y
RESIDENT_01284,2026-04-18,Breakfast,Yong tau foo (soup),404,Y
RESIDENT_00756,2026-05-02,Snack,Nasi lemak,694,N
RESIDENT_00738,2026-05-10,Dinner,Char kway teow,572,N
RESIDENT_01472,2026-06-13,Lunch,Oats & berries,318,Y
RESIDENT_01431,2026-05-17,Dinner,Laksa,608,N
RESIDENT_00748,2026-05-02,Breakfast,Yong tau foo (soup),169,Y
RESIDENT_00508,2026-06-07,Lunch,Nasi lemak,705,N
RESIDENT_01187,2026-05-31,Breakfast,Char kway teow,696,N
RESIDENT_01166,2026-06-27,Dinner,Oats & berries,276,Y
RESIDENT_01282,2026-05-11,Breakfast,Fruit bowl,151,Y
RESIDENT_00718,2026-05-09,Lunch,Yong tau foo (soup),379,Y
RESIDENT_00565,2026-05-19,Lunch,Fried bee hoon,741,N
RESIDENT_00144,2026-04-18,Dinner,Chicken rice,600,N
RESIDENT_00232,2026-05-07,Breakfast,Salad bowl,343,Y
RESIDENT_00518,2026-05-25,Lunch,Wholegrain cereal,330,Y
RESIDENT_00951,2026-04-28,Lunch,Steamed fish & veg,135,Y
RESIDENT_00949,2026-06-10,Snack,Oats & berries,412,Y
RESIDENT_00253,2026-05-24,Dinner,Salad bowl,182,Y
RESIDENT_01458,2026-04-08,Dinner,Nasi lemak,718,N
RESIDENT_00705,2026-06-18,Breakfast,Roti prata,549,N
RESIDENT_00685,2026-04-02,Breakfast,Fruit bowl,324,Y
RESIDENT_01092,2026-05-02,Dinner,Fried bee hoon,517,N
RESIDENT_00368,2026-05-14,Breakfast,Fruit bowl,312,Y
RESIDENT_00139,2026-04-26,Breakfast,Oats & berries,392,Y
RESIDENT_00551,2026-04-11,Lunch,Chicken rice,624,N
RESIDENT_00482,2026-04-10,Snack,Yong tau foo (soup),206,Y
RESIDENT_00707,2026-04-06,Snack,Char kway teow,684,N
RESIDENT_00028,2026-05-10,Snack,Bubble tea,701,N
RESIDENT_00086,2026-06-17,Dinner,Laksa,462,N
RESIDENT_00441,2026-06-04,Dinner,Kopi-O (no sugar),5,Y
RESIDENT_01334,2026-06-14,Dinner,Steamed fish & veg,265,Y
RESIDENT_00974,2026-06-29,Dinner,Salad bowl,382,Y
RESIDENT_00813,2026-06-10,Snack,Oats & berries,325,Y
RESIDENT_01111,2026-06-11,Lunch,Char kway teow,713,N
RESIDENT_00391,2026-06-04,Snack,Wholegrain cereal,174,Y
RESIDENT_00869,2026-06-10,Lunch,Nasi lemak,790,N
RESIDENT_00493,2026-06-24,Dinner,Kopi-O (no sugar),5,Y
RESIDENT_00409,2026-06-18,Lunch,Salad bowl,306,Y
RESIDENT_00963,2026-05-02,Dinner,Roti prata,464,N
RESIDENT_00255,2026-04-03,Lunch,Chicken rice,513,N
RESIDENT_00326,2026-04-26,Breakfast,Steamed fish & veg,394,Y
RESIDENT_01246,2026-04-28,Breakfast,Oats & berries,230,Y
RESIDENT_00373,2026-06-08,Snack,Yong tau foo (soup),157,Y
RESIDENT_01173,2026-06-13,Dinner,Fried bee hoon,607,N
RESIDENT_01058,2026-05-03,Lunch,Bubble tea,544,N
RESIDENT_00183,2026-06-26,Breakfast,Laksa,820,N
RESIDENT_00103,2026-04-27,Dinner,Fruit bowl,419,Y
RESIDENT_00486,2026-06-06,Dinner,Oats & berries,419,Y
RESIDENT_01104,2026-06-14,Dinner,Nasi lemak,691,N
RESIDENT_00947,2026-06-09,Dinner,Bubble tea,498,N
RESIDENT_01416,2026-06-05,Snack,Fruit bowl,164,Y
RESIDENT_01035,2026-06-06,Lunch,Bubble tea,742,N
RESIDENT_00509,2026-04-03,Lunch,Thunder tea rice,358,Y
RESIDENT_00124,2026-06-07,Breakfast,Fruit bowl,224,Y
RESIDENT_00257,2026-06-12,Lunch,Roti prata,770,N
RESIDENT_00467,2026-04-12,Dinner,Char kway teow,801,N
RESIDENT_00360,2026-05-31,Dinner,Nasi lemak,779,N
RESIDENT_00205,2026-06-15,Snack,Wholegrain cereal,196,Y
RESIDENT_00676,2026-04-13,Breakfast,Chicken rice,572,N
RESIDENT_00580,2026-06-14,Dinner,Nasi lemak,638,N
RESIDENT_00683,2026-05-29,Dinner,Wholegrain cereal,227,Y
RESIDENT_00225,2026-05-29,Lunch,Fried bee hoon,461,N
RESIDENT_00283,2026-06-15,Dinner,Steamed fish & veg,254,Y
RESIDENT_00144,2026-04-06,Lunch,Chicken rice,610,N
RESIDENT_00786,2026-06-18,Dinner,Yong tau foo (soup),336,Y
RESIDENT_01472,2026-06-27,Dinner,Nasi lemak,510,N
RESIDENT_01194,2026-05-27,Breakfast,Steamed fish & veg,385,Y
RESIDENT_00888,2026-05-16,Breakfast,Laksa,621,N
RESIDENT_00466,2026-04-02,Breakfast,Oats & berries,291,Y
RESIDENT_01133,2026-05-07,Lunch,Fried bee hoon,603,N
RESIDENT_00398,2026-04-20,Snack,Roti prata,506,N
RESIDENT_00271,2026-05-28,Breakfast,Thunder tea rice,310,Y
RESIDENT_00277,2026-05-04,Lunch,Salad bowl,377,Y
RESIDENT_00741,2026-05-28,Snack,Chicken rice,788,N
RESIDENT_01014,2026-04-21,Dinner,Fruit bowl,386,Y
RESIDENT_00463,2026-06-09,Breakfast,Salad bowl,342,Y
RESIDENT_00826,2026-06-19,Snack,Nasi lemak,568,N
RESIDENT_01485,2026-05-17,Lunch,Thunder tea rice,123,Y
RESIDENT_00801,2026-06-28,Snack,Nasi lemak,609,N
RESIDENT_01116,2026-05-08,Breakfast,Char kway teow,683,N
RESIDENT_00980,2026-06-02,Snack,Wholegrain cereal,325,Y
RESIDENT_00861,2026-04-14,Breakfast,Char kway teow,470,N
RESIDENT_00473,2026-05-17,Snack,Yong tau foo (soup),213,Y
RESIDENT_00287,2026-05-21,Snack,Thunder tea rice,300,Y
RESIDENT_01029,2026-05-06,Snack,Bubble tea,763,N
RESIDENT_00308,2026-04-22,Snack,Roti prata,678,N
RESIDENT_00283,2026-05-04,Breakfast,Fruit bowl,251,Y
RESIDENT_00845,2026-06-14,Lunch,Bubble tea,795,N
RESIDENT_00755,2026-05-04,Snack,Nasi lemak,565,N
RESIDENT_00745,2026-04-20,Lunch,Yong tau foo (soup),297,Y
RESIDENT_00754,2026-05-03,Lunch,Fruit bowl,298,Y
RESIDENT_00115,2026-06-29,Snack,Fruit bowl,248,Y
RESIDENT_00858,2026-06-06,Snack,Salad bowl,362,Y
RESIDENT_00900,2026-05-02,Dinner,Chicken rice,586,N
RESIDENT_00900,2026-06-25,Dinner,Salad bowl,284,Y
RESIDENT_00210,2026-04-09,Dinner,Fried bee hoon,599,N
RESIDENT_01080,2026-05-22,Breakfast,Yong tau foo (soup),149,Y
RESIDENT_00757,2026-04-22,Dinner,Kopi-O (no sugar),5,Y
RESIDENT_00670,2026-05-02,Dinner,Char kway teow,521,N
RESIDENT_01212,2026-05-13,Lunch,Steamed fish & veg,155,Y
RESIDENT_01362,2026-05-01,Dinner,Bubble tea,731,N
RESIDENT_00195,2026-06-02,Lunch,Steamed fish & veg,324,Y
RESIDENT_01103,2026-05-26,Snack,Salad bowl,129,Y
RESIDENT_00144,2026-06-28,Breakfast,Laksa,590,N
RESIDENT_00675,2026-04-06,Snack,Yong tau foo (soup),306,Y
RESIDENT_01137,2026-04-10,Snack,Roti prata,707,N
RESIDENT_01310,2026-05-28,Breakfast,Fruit bowl,411,Y
RESIDENT_00750,2026-06-07,Snack,Steamed fish & veg,326,Y
RESIDENT_00725,2026-06-03,Snack,Roti prata,553,N
RESIDENT_01292,2026-04-20,Lunch,Char kway teow,505,N
RESIDENT_00161,2026-05-18,Lunch,Char kway teow,792,N
RESIDENT_00332,2026-05-17,Dinner,Fruit bowl,196,Y
RESIDENT_00108,2026-04-06,Snack,Roti prata,454,N
RESIDENT_01398,2026-04-07,Snack,Steamed fish & veg,408,Y
RESIDENT_00960,2026-05-25,Dinner,Wholegrain cereal,307,Y
RESIDENT_01225,2026-04-01,Dinner,Chicken rice,707,N
RESIDENT_00753,2026-05-29,Breakfast,Fruit bowl,253,Y
RESIDENT_00585,2026-04-13,Breakfast,Bubble tea,594,N
RESIDENT_00321,2026-06-22,Breakfast,Steamed fish & veg,178,Y
RESIDENT_00139,2026-05-25,Lunch,Salad bowl,252,Y
RESIDENT_00718,2026-06-22,Dinner,Kopi-O (no sugar),5,Y
RESIDENT_00381,2026-04-25,Lunch,Chicken rice,723,N
RESIDENT_00943,2026-06-26,Dinner,Chicken rice,520,N
RESIDENT_00500,2026-06-16,Breakfast,Thunder tea rice,296,Y
RESIDENT_00961,2026-06-25,Lunch,Fried bee hoon,474,N
RESIDENT_01425,2026-04-09,Breakfast,Steamed fish & veg,398,Y
RESIDENT_00529,2026-04-01,Breakfast,Wholegrain cereal,403,Y
RESIDENT_01470,2026-05-11,Snack,Laksa,605,N
RESIDENT_00037,2026-04-11,Lunch,Char kway teow,584,N
RESIDENT_00945,2026-04-03,Lunch,Oats & berries,289,Y
