booking_id,resident_id,event_id,event_name,event_type,event_date,region,booked_flag,attended_flag
BKG000005,RESIDENT_00002,EVT004,Brisk Walk @ Park,Community Walk,2026-05-25,North-East,Y,Y
BKG000398,RESIDENT_00183,EVT001,Sunrise Mass Workout,Mass Workout,2026-05-16,Central,Y,Y
BKG001296,RESIDENT_00538,EVT003,Zumba Fiesta,Workout Class,2026-04-03,North-East,Y,Y
BKG003241,RESIDENT_01309,EVT009,Health Screening Drive,Screening,2026-05-14,West,Y,N
BKG000375,RESIDENT_00171,EVT004,Brisk Walk @ Park,Community Walk,2026-05-07,North-East,Y,Y
BKG002500,RESIDENT_01004,EVT003,Zumba Fiesta,Workout Class,2026-04-12,North-East,Y,Y
BKG000208,RESIDENT_00094,EVT002,HIIT @ CC,Workout Class,2026-05-08,East,Y,N
BKG002673,RESIDENT_01085,EVT001,Sunrise Mass Workout,Mass Workout,2026-04-18,West,Y,Y
BKG000938,RESIDENT_00393,EVT009,Health Screening Drive,Screening,2026-04-02,West,Y,Y
BKG001709,RESIDENT_00703,EVT007,Weekend Cycling,Community Ride,2026-05-06,North,Y,N
BKG003318,RESIDENT_01342,EVT007,Weekend Cycling,Community Ride,2026-04-24,West,Y,Y
BKG003430,RESIDENT_01391,EVT008,Strength & Mobility,Workout Class,2026-06-01,West,Y,Y
BKG001183,RESIDENT_00493,EVT005,Sundays@thePark,Community Walk,2026-06-02,North,Y,Y
BKG001543,RESIDENT_00631,EVT005,Sundays@thePark,Community Walk,2026-05-24,East,Y,Y
BKG002471,RESIDENT_00987,EVT010,Nutrition Talk,Talk,2026-04-10,Central,Y,Y
BKG000879,RESIDENT_00374,EVT007,Weekend Cycling,Community Ride,2026-04-03,Central,Y,N
BKG002878,RESIDENT_01163,EVT006,Aqua Aerobics,Workout Class,2026-04-26,North-East,Y,N
BKG001957,RESIDENT_00799,EVT007,Weekend Cycling,Community Ride,2026-06-05,West,Y,N
BKG002666,RESIDENT_01083,EVT007,Weekend Cycling,Community Ride,2026-04-27,Central,Y,Y
BKG003194,RESIDENT_01290,EVT003,Zumba Fiesta,Workout Class,2026-05-30,North,Y,Y
BKG003407,RESIDENT_01381,EVT006,Aqua Aerobics,Workout Class,2026-05-25,North-East,Y,Y
BKG001946,RESIDENT_00795,EVT005,Sundays@thePark,Community Walk,2026-04-10,Central,Y,Y
BKG002479,RESIDENT_00988,EVT006,Aqua Aerobics,Workout Class,2026-06-13,North,Y,Y
BKG002367,RESIDENT_00949,EVT003,Zumba Fiesta,Workout Class,2026-06-08,East,Y,N
BKG001607,RESIDENT_00660,EVT001,Sunrise Mass Workout,Mass Workout,2026-05-08,North,Y,Y
BKG000882,RESIDENT_00375,EVT001,Sunrise Mass Workout,Mass Workout,2026-05-27,Central,Y,N
BKG002424,RESIDENT_00967,EVT006,Aqua Aerobics,Workout Class,2026-06-21,Central,Y,Y
BKG000819,RESIDENT_00349,EVT003,Zumba Fiesta,Workout Class,2026-06-29,East,Y,Y
BKG001005,RESIDENT_00422,EVT002,HIIT @ CC,Workout Class,2026-06-21,North,Y,Y
BKG000612,RESIDENT_00266,EVT001,Sunrise Mass Workout,Mass Workout,2026-05-13,North,Y,Y
BKG003294,RESIDENT_01336,EVT004,Brisk Walk @ Park,Community Walk,2026-04-09,East,Y,N
BKG001708,RESIDENT_00702,EVT005,Sundays@thePark,Community Walk,2026-04-29,East,Y,N
BKG000459,RESIDENT_00204,EVT004,Brisk Walk @ Park,Community Walk,2026-04-22,East,Y,Y
BKG000482,RESIDENT_00214,EVT009,Health Screening Drive,Screening,2026-05-13,Central,Y,Y
BKG002924,RESIDENT_01186,EVT008,Strength & Mobility,Workout Class,2026-06-17,East,Y,Y
BKG003625,RESIDENT_01495,EVT006,Aqua Aerobics,Workout Class,2026-04-10,Central,Y,N
BKG001625,RESIDENT_00665,EVT006,Aqua Aerobics,Workout Class,2026-05-09,West,Y,N
BKG002497,RESIDENT_01001,EVT003,Zumba Fiesta,Workout Class,2026-05-29,East,Y,N
BKG000531,RESIDENT_00237,EVT004,Brisk Walk @ Park,Community Walk,2026-06-22,North-East,Y,Y
BKG000814,RESIDENT_00346,EVT002,HIIT @ CC,Workout Class,2026-05-13,North,Y,N
BKG000258,RESIDENT_00116,EVT001,Sunrise Mass Workout,Mass Workout,2026-05-29,North-East,Y,N
BKG001113,RESIDENT_00465,EVT007,Weekend Cycling,Community Ride,2026-06-24,West,Y,Y
BKG002579,RESIDENT_01044,EVT004,Brisk Walk @ Park,Community Walk,2026-05-26,West,Y,Y
BKG002414,RESIDENT_00962,EVT003,Zumba Fiesta,Workout Class,2026-06-22,East,Y,N
BKG001832,RESIDENT_00754,EVT007,Weekend Cycling,Community Ride,2026-05-24,North-East,Y,Y
BKG001403,RESIDENT_00574,EVT005,Sundays@thePark,Community Walk,2026-05-20,West,Y,N
BKG003568,RESIDENT_01463,EVT002,HIIT @ CC,Workout Class,2026-04-01,West,Y,N
BKG000182,RESIDENT_00085,EVT008,Strength & Mobility,Workout Class,2026-05-01,East,Y,Y
BKG001160,RESIDENT_00485,EVT008,Strength & Mobility,Workout Class,2026-06-30,Central,Y,Y
BKG001900,RESIDENT_00778,EVT008,Strength & Mobility,Workout Class,2026-05-22,West,Y,Y
BKG001316,RESIDENT_00546,EVT002,HIIT @ CC,Workout Class,2026-06-18,West,Y,Y
BKG002375,RESIDENT_00950,EVT010,Nutrition Talk,Talk,2026-06-09,Central,Y,Y
BKG003364,RESIDENT_01365,EVT004,Brisk Walk @ Park,Community Walk,2026-04-10,North-East,Y,Y
BKG000152,RESIDENT_00072,EVT002,HIIT @ CC,Workout Class,2026-04-20,North-East,Y,N
BKG003560,RESIDENT_01458,EVT007,Weekend Cycling,Community Ride,2026-06-04,Central,Y,N
BKG002386,RESIDENT_00953,EVT003,Zumba Fiesta,Workout Class,2026-05-15,North,Y,Y
BKG001157,RESIDENT_00481,EVT004,Brisk Walk @ Park,Community Walk,2026-06-05,North,Y,N
BKG000486,RESIDENT_00216,EVT004,Brisk Walk @ Park,Community Walk,2026-04-26,North-East,Y,N
BKG000348,RESIDENT_00159,EVT005,Sundays@thePark,Community Walk,2026-06-08,Central,Y,Y
BKG002288,RESIDENT_00925,EVT001,Sunrise Mass Workout,Mass Workout,2026-04-21,West,Y,Y
BKG002956,RESIDENT_01196,EVT004,Brisk Walk @ Park,Community Walk,2026-04-17,North,Y,Y
BKG000885,RESIDENT_00377,EVT002,HIIT @ CC,Workout Class,2026-06-15,Central,Y,N
BKG002359,RESIDENT_00945,EVT004,Brisk Walk @ Park,Community Walk,2026-06-13,West,Y,Y
BKG003518,RESIDENT_01440,EVT007,Weekend Cycling,Community Ride,2026-06-07,East,Y,Y
BKG001998,RESIDENT_00811,EVT010,Nutrition Talk,Talk,2026-05-18,East,Y,N
BKG002177,RESIDENT_00876,EVT009,Health Screening Drive,Screening,2026-05-10,North-East,Y,Y
BKG000790,RESIDENT_00338,EVT003,Zumba Fiesta,Workout Class,2026-05-15,East,Y,N
BKG002151,RESIDENT_00866,EVT001,Sunrise Mass Workout,Mass Workout,2026-05-26,North-East,Y,Y
BKG001368,RESIDENT_00564,EVT010,Nutrition Talk,Talk,2026-06-08,West,Y,Y
BKG000966,RESIDENT_00407,EVT009,Health Screening Drive,Screening,2026-04-09,East,Y,N
BKG002791,RESIDENT_01131,EVT004,Brisk Walk @ Park,Community Walk,2026-06-22,North-East,Y,Y
BKG000729,RESIDENT_00312,EVT003,Zumba Fiesta,Workout Class,2026-06-22,West,Y,Y
BKG003067,RESIDENT_01248,EVT004,Brisk Walk @ Park,Community Walk,2026-04-23,Central,Y,Y
BKG002605,RESIDENT_01052,EVT010,Nutrition Talk,Talk,2026-05-11,North,Y,Y
BKG002921,RESIDENT_01182,EVT002,HIIT @ CC,Workout Class,2026-04-01,Central,Y,Y
BKG001755,RESIDENT_00724,EVT004,Brisk Walk @ Park,Community Walk,2026-05-13,North-East,Y,N
BKG000304,RESIDENT_00144,EVT008,Strength & Mobility,Workout Class,2026-05-22,North,Y,Y
BKG000775,RESIDENT_00330,EVT002,HIIT @ CC,Workout Class,2026-06-18,North-East,Y,Y
BKG003038,RESIDENT_01232,EVT007,Weekend Cycling,Community Ride,2026-04-20,Central,Y,N
BKG001552,RESIDENT_00634,EVT003,Zumba Fiesta,Workout Class,2026-06-10,Central,Y,Y
BKG003617,RESIDENT_01492,EVT001,Sunrise Mass Workout,Mass Workout,2026-06-12,North-East,Y,Y
BKG000569,RESIDENT_00254,EVT002,HIIT @ CC,Workout Class,2026-06-04,North,Y,Y
BKG001968,RESIDENT_00802,EVT009,Health Screening Drive,Screening,2026-06-29,North,Y,Y
BKG000880,RESIDENT_00374,EVT002,HIIT @ CC,Workout Class,2026-04-11,Central,Y,Y
BKG002646,RESIDENT_01075,EVT001,Sunrise Mass Workout,Mass Workout,2026-04-29,West,Y,Y
BKG001554,RESIDENT_00636,EVT010,Nutrition Talk,Talk,2026-04-13,West,Y,Y
BKG003507,RESIDENT_01431,EVT001,Sunrise Mass Workout,Mass Workout,2026-06-01,West,Y,Y
BKG001916,RESIDENT_00786,EVT010,Nutrition Talk,Talk,2026-05-17,Central,Y,N
BKG003092,RESIDENT_01256,EVT003,Zumba Fiesta,Workout Class,2026-05-08,North,Y,N
BKG001088,RESIDENT_00453,EVT004,Brisk Walk @ Park,Community Walk,2026-05-25,Central,Y,Y
BKG001419,RESIDENT_00578,EVT004,Brisk Walk @ Park,Community Walk,2026-06-06,Central,Y,Y
BKG002900,RESIDENT_01172,EVT001,Sunrise Mass Workout,Mass Workout,2026-06-12,East,Y,Y
BKG001679,RESIDENT_00686,EVT009,Health Screening Drive,Screening,2026-04-03,Central,Y,Y
BKG002289,RESIDENT_00925,EVT008,Strength & Mobility,Workout Class,2026-05-23,West,Y,Y
BKG000626,RESIDENT_00274,EVT004,Brisk Walk @ Park,Community Walk,2026-05-19,East,Y,N
BKG001844,RESIDENT_00757,EVT003,Zumba Fiesta,Workout Class,2026-05-18,Central,Y,Y
BKG002481,RESIDENT_00989,EVT008,Strength & Mobility,Workout Class,2026-05-10,East,Y,N
BKG001627,RESIDENT_00667,EVT003,Zumba Fiesta,Workout Class,2026-05-09,East,Y,Y
BKG002681,RESIDENT_01091,EVT006,Aqua Aerobics,Workout Class,2026-05-12,West,Y,Y
BKG001471,RESIDENT_00592,EVT003,Zumba Fiesta,Workout Class,2026-05-07,East,Y,Y
BKG001217,RESIDENT_00506,EVT007,Weekend Cycling,Community Ride,2026-06-13,Central,Y,N
BKG003506,RESIDENT_01431,EVT002,HIIT @ CC,Workout Class,2026-04-21,West,Y,Y
BKG000377,RESIDENT_00171,EVT002,HIIT @ CC,Workout Class,2026-06-20,Central,Y,Y
BKG002409,RESIDENT_00961,EVT010,Nutrition Talk,Talk,2026-04-05,North,Y,Y
BKG000322,RESIDENT_00150,EVT008,Strength & Mobility,Workout Class,2026-05-05,West,Y,Y
BKG002821,RESIDENT_01144,EVT010,Nutrition Talk,Talk,2026-04-14,North-East,Y,Y
BKG001107,RESIDENT_00463,EVT010,Nutrition Talk,Talk,2026-04-12,North-East,Y,Y
BKG000888,RESIDENT_00378,EVT002,HIIT @ CC,Workout Class,2026-05-19,North,Y,Y
BKG000733,RESIDENT_00314,EVT006,Aqua Aerobics,Workout Class,2026-04-27,Central,Y,Y
BKG001203,RESIDENT_00501,EVT004,Brisk Walk @ Park,Community Walk,2026-05-14,East,Y,N
BKG000928,RESIDENT_00390,EVT001,Sunrise Mass Workout,Mass Workout,2026-06-13,Central,Y,Y
BKG003064,RESIDENT_01246,EVT004,Brisk Walk @ Park,Community Walk,2026-04-21,Central,Y,N
BKG000618,RESIDENT_00269,EVT003,Zumba Fiesta,Workout Class,2026-04-08,Central,Y,N
BKG002432,RESIDENT_00970,EVT007,Weekend Cycling,Community Ride,2026-04-15,North-East,Y,Y
BKG002525,RESIDENT_01016,EVT002,HIIT @ CC,Workout Class,2026-04-10,Central,Y,Y
BKG000478,RESIDENT_00212,EVT004,Brisk Walk @ Park,Community Walk,2026-05-09,East,Y,N
BKG000656,RESIDENT_00283,EVT003,Zumba Fiesta,Workout Class,2026-05-03,North,Y,Y
BKG000710,RESIDENT_00305,EVT008,Strength & Mobility,Workout Class,2026-04-04,West,Y,Y
BKG002764,RESIDENT_01121,EVT003,Zumba Fiesta,Workout Class,2026-05-26,North-East,Y,Y
BKG000675,RESIDENT_00289,EVT007,Weekend Cycling,Community Ride,2026-06-07,West,Y,Y
BKG002935,RESIDENT_01190,EVT002,HIIT @ CC,Workout Class,2026-06-26,East,Y,Y
BKG001439,RESIDENT_00584,EVT003,Zumba Fiesta,Workout Class,2026-04-25,North-East,Y,Y
BKG001542,RESIDENT_00630,EVT007,Weekend Cycling,Community Ride,2026-04-24,West,Y,Y
BKG003433,RESIDENT_01393,EVT002,HIIT @ CC,Workout Class,2026-06-12,West,Y,N
BKG001988,RESIDENT_00808,EVT007,Weekend Cycling,Community Ride,2026-04-27,East,Y,Y
BKG003130,RESIDENT_01267,EVT004,Brisk Walk @ Park,Community Walk,2026-05-29,North,Y,Y
BKG001056,RESIDENT_00444,EVT003,Zumba Fiesta,Workout Class,2026-04-30,Central,Y,Y
BKG002659,RESIDENT_01079,EVT001,Sunrise Mass Workout,Mass Workout,2026-04-17,West,Y,Y
BKG001807,RESIDENT_00745,EVT004,Brisk Walk @ Park,Community Walk,2026-05-15,West,Y,N
BKG000927,RESIDENT_00390,EVT004,Brisk Walk @ Park,Community Walk,2026-06-24,Central,Y,Y
BKG002991,RESIDENT_01212,EVT004,Brisk Walk @ Park,Community Walk,2026-05-20,Central,Y,Y
BKG000642,RESIDENT_00279,EVT004,Brisk Walk @ Park,Community Walk,2026-06-22,East,Y,Y
BKG003420,RESIDENT_01389,EVT003,Zumba Fiesta,Workout Class,2026-05-30,North,Y,N
BKG003534,RESIDENT_01443,EVT008,Strength & Mobility,Workout Class,2026-05-21,Central,Y,N
BKG001966,RESIDENT_00802,EVT010,Nutrition Talk,Talk,2026-06-15,Central,Y,Y
BKG000881,RESIDENT_00374,EVT008,Strength & Mobility,Workout Class,2026-06-10,Central,Y,Y
BKG000379,RESIDENT_00173,EVT007,Weekend Cycling,Community Ride,2026-05-07,North-East,Y,N
BKG001198,RESIDENT_00499,EVT003,Zumba Fiesta,Workout Class,2026-05-24,North-East,Y,Y
BKG003435,RESIDENT_01394,EVT007,Weekend Cycling,Community Ride,2026-05-14,North-East,Y,Y
BKG002006,RESIDENT_00814,EVT001,Sunrise Mass Workout,Mass Workout,2026-04-30,North-East,Y,Y
BKG002400,RESIDENT_00957,EVT005,Sundays@thePark,Community Walk,2026-04-29,Central,Y,N
BKG003478,RESIDENT_01418,EVT001,Sunrise Mass Workout,Mass Workout,2026-04-29,Central,Y,N
BKG003264,RESIDENT_01318,EVT006,Aqua Aerobics,Workout Class,2026-04-30,East,Y,Y
BKG000274,RESIDENT_00127,EVT010,Nutrition Talk,Talk,2026-05-16,North,Y,Y
BKG003156,RESIDENT_01276,EVT001,Sunrise Mass Workout,Mass Workout,2026-06-22,West,Y,Y
BKG002731,RESIDENT_01111,EVT006,Aqua Aerobics,Workout Class,2026-06-03,Central,Y,Y
BKG001230,RESIDENT_00511,EVT003,Zumba Fiesta,Workout Class,2026-05-08,Central,Y,N
BKG000624,RESIDENT_00273,EVT003,Zumba Fiesta,Workout Class,2026-05-20,North-East,Y,Y
BKG003489,RESIDENT_01424,EVT003,Zumba Fiesta,Workout Class,2026-05-25,West,Y,Y
BKG002801,RESIDENT_01136,EVT009,Health Screening Drive,Screening,2026-05-07,Central,Y,Y
BKG003266,RESIDENT_01319,EVT007,Weekend Cycling,Community Ride,2026-06-25,North,Y,Y
BKG003021,RESIDENT_01223,EVT010,Nutrition Talk,Talk,2026-04-04,North,Y,N
BKG001500,RESIDENT_00605,EVT010,Nutrition Talk,Talk,2026-04-17,West,Y,Y
BKG002402,RESIDENT_00959,EVT003,Zumba Fiesta,Workout Class,2026-05-14,East,Y,Y
BKG003127,RESIDENT_01267,EVT004,Brisk Walk @ Park,Community Walk,2026-04-20,North,Y,Y
BKG003376,RESIDENT_01370,EVT008,Strength & Mobility,Workout Class,2026-04-03,East,Y,Y
BKG000725,RESIDENT_00310,EVT005,Sundays@thePark,Community Walk,2026-06-19,North,Y,Y
BKG001136,RESIDENT_00470,EVT002,HIIT @ CC,Workout Class,2026-05-31,North,Y,Y
BKG000947,RESIDENT_00397,EVT003,Zumba Fiesta,Workout Class,2026-05-01,North-East,Y,Y
BKG000923,RESIDENT_00389,EVT004,Brisk Walk @ Park,Community Walk,2026-04-25,West,Y,Y
BKG000817,RESIDENT_00349,EVT007,Weekend Cycling,Community Ride,2026-04-08,North-East,Y,Y
BKG003298,RESIDENT_01336,EVT003,Zumba Fiesta,Workout Class,2026-06-29,East,Y,Y
BKG003172,RESIDENT_01283,EVT003,Zumba Fiesta,Workout Class,2026-06-29,North,Y,Y
BKG003565,RESIDENT_01461,EVT010,Nutrition Talk,Talk,2026-06-28,North,Y,N
BKG000282,RESIDENT_00131,EVT007,Weekend Cycling,Community Ride,2026-05-21,North,Y,N
BKG003516,RESIDENT_01438,EVT004,Brisk Walk @ Park,Community Walk,2026-06-14,East,Y,Y
BKG002839,RESIDENT_01150,EVT010,Nutrition Talk,Talk,2026-04-01,Central,Y,N
BKG000759,RESIDENT_00326,EVT010,Nutrition Talk,Talk,2026-04-01,West,Y,Y
BKG003263,RESIDENT_01318,EVT002,HIIT @ CC,Workout Class,2026-04-13,East,Y,Y
BKG002612,RESIDENT_01053,EVT001,Sunrise Mass Workout,Mass Workout,2026-04-03,West,Y,Y
BKG003116,RESIDENT_01263,EVT009,Health Screening Drive,Screening,2026-06-16,North,Y,Y
BKG002220,RESIDENT_00892,EVT003,Zumba Fiesta,Workout Class,2026-06-15,North,Y,N
BKG001848,RESIDENT_00758,EVT010,Nutrition Talk,Talk,2026-05-12,North-East,Y,N
BKG001928,RESIDENT_00791,EVT007,Weekend Cycling,Community Ride,2026-05-18,Central,Y,Y
BKG003209,RESIDENT_01299,EVT003,Zumba Fiesta,Workout Class,2026-06-09,North,Y,Y
BKG002624,RESIDENT_01058,EVT003,Zumba Fiesta,Workout Class,2026-06-20,Central,Y,Y
BKG002952,RESIDENT_01195,EVT010,Nutrition Talk,Talk,2026-04-23,North,Y,N
BKG003017,RESIDENT_01221,EVT004,Brisk Walk @ Park,Community Walk,2026-04-02,Central,Y,Y
BKG000953,RESIDENT_00401,EVT008,Strength & Mobility,Workout Class,2026-05-20,Central,Y,N
BKG000526,RESIDENT_00234,EVT008,Strength & Mobility,Workout Class,2026-04-18,Central,Y,N
BKG002458,RESIDENT_00980,EVT010,Nutrition Talk,Talk,2026-04-12,North-East,Y,Y
BKG000547,RESIDENT_00243,EVT002,HIIT @ CC,Workout Class,2026-05-01,Central,Y,Y
BKG001390,RESIDENT_00571,EVT005,Sundays@thePark,Community Walk,2026-05-23,Central,Y,N
BKG002264,RESIDENT_00913,EVT004,Brisk Walk @ Park,Community Walk,2026-06-27,West,Y,Y
BKG002374,RESIDENT_00950,EVT006,Aqua Aerobics,Workout Class,2026-06-29,Central,Y,Y
BKG000159,RESIDENT_00075,EVT003,Zumba Fiesta,Workout Class,2026-04-10,Central,Y,Y
BKG000301,RESIDENT_00140,EVT007,Weekend Cycling,Community Ride,2026-04-27,North,Y,Y
BKG001211,RESIDENT_00503,EVT009,Health Screening Drive,Screening,2026-04-19,North,Y,N
BKG002868,RESIDENT_01158,EVT007,Weekend Cycling,Community Ride,2026-06-16,North,Y,Y
BKG002590,RESIDENT_01049,EVT007,Weekend Cycling,Community Ride,2026-05-26,West,Y,Y
BKG003328,RESIDENT_01350,EVT003,Zumba Fiesta,Workout Class,2026-06-21,Central,Y,Y
BKG003616,RESIDENT_01488,EVT007,Weekend Cycling,Community Ride,2026-04-01,East,Y,Y
BKG001826,RESIDENT_00753,EVT009,Health Screening Drive,Screening,2026-05-03,Central,Y,Y
BKG003533,RESIDENT_01442,EVT009,Health Screening Drive,Screening,2026-05-25,Central,Y,Y
BKG003538,RESIDENT_01445,EVT008,Strength & Mobility,Workout Class,2026-06-05,Central,Y,Y
BKG001008,RESIDENT_00424,EVT002,HIIT @ CC,Workout Class,2026-04-15,North,Y,Y
BKG001161,RESIDENT_00485,EVT008,Strength & Mobility,Workout Class,2026-04-21,East,Y,Y
BKG001477,RESIDENT_00597,EVT004,Brisk Walk @ Park,Community Walk,2026-05-24,North-East,Y,Y
BKG003153,RESIDENT_01275,EVT009,Health Screening Drive,Screening,2026-04-03,North-East,Y,Y
BKG002384,RESIDENT_00952,EVT009,Health Screening Drive,Screening,2026-06-25,East,Y,N
BKG002478,RESIDENT_00988,EVT005,Sundays@thePark,Community Walk,2026-05-28,West,Y,N
BKG000303,RESIDENT_00143,EVT004,Brisk Walk @ Park,Community Walk,2026-05-08,Central,Y,Y
BKG002864,RESIDENT_01158,EVT005,Sundays@thePark,Community Walk,2026-04-03,North,Y,Y
BKG002415,RESIDENT_00962,EVT001,Sunrise Mass Workout,Mass Workout,2026-04-24,East,Y,N
BKG002517,RESIDENT_01015,EVT010,Nutrition Talk,Talk,2026-05-28,East,Y,Y
BKG002856,RESIDENT_01155,EVT007,Weekend Cycling,Community Ride,2026-04-11,West,Y,Y
BKG000180,RESIDENT_00083,EVT009,Health Screening Drive,Screening,2026-04-08,Central,Y,Y
BKG002141,RESIDENT_00863,EVT010,Nutrition Talk,Talk,2026-05-10,North,Y,Y
BKG003161,RESIDENT_01279,EVT005,Sundays@thePark,Community Walk,2026-04-14,West,Y,Y
BKG003031,RESIDENT_01227,EVT006,Aqua Aerobics,Workout Class,2026-06-15,North-East,Y,Y
BKG001959,RESIDENT_00799,EVT001,Sunrise Mass Workout,Mass Workout,2026-04-22,West,Y,Y
BKG001241,RESIDENT_00518,EVT001,Sunrise Mass Workout,Mass Workout,2026-05-29,North-East,Y,Y
BKG000791,RESIDENT_00338,EVT010,Nutrition Talk,Talk,2026-05-30,North-East,Y,Y
BKG002083,RESIDENT_00843,EVT004,Brisk Walk @ Park,Community Walk,2026-05-03,North,Y,N
BKG001112,RESIDENT_00465,EVT005,Sundays@thePark,Community Walk,2026-06-16,North,Y,Y
BKG000832,RESIDENT_00356,EVT010,Nutrition Talk,Talk,2026-06-13,Central,Y,Y
BKG001746,RESIDENT_00718,EVT010,Nutrition Talk,Talk,2026-06-06,North-East,Y,Y
BKG000251,RESIDENT_00110,EVT010,Nutrition Talk,Talk,2026-05-23,East,Y,Y
BKG000006,RESIDENT_00002,EVT007,Weekend Cycling,Community Ride,2026-06-18,Central,Y,N
BKG002064,RESIDENT_00836,EVT002,HIIT @ CC,Workout Class,2026-06-13,East,Y,Y
BKG003425,RESIDENT_01389,EVT006,Aqua Aerobics,Workout Class,2026-05-18,Central,Y,Y
BKG001468,RESIDENT_00591,EVT009,Health Screening Drive,Screening,2026-05-29,West,Y,N
BKG002425,RESIDENT_00967,EVT008,Strength & Mobility,Workout Class,2026-04-13,Central,Y,Y
BKG003512,RESIDENT_01437,EVT009,Health Screening Drive,Screening,2026-06-02,North-East,Y,Y
BKG001341,RESIDENT_00553,EVT001,Sunrise Mass Workout,Mass Workout,2026-04-13,East,Y,N
BKG001511,RESIDENT_00614,EVT001,Sunrise Mass Workout,Mass Workout,2026-06-06,North,Y,Y
BKG000907,RESIDENT_00385,EVT003,Zumba Fiesta,Workout Class,2026-06-04,North-East,Y,N
BKG002643,RESIDENT_01074,EVT008,Strength & Mobility,Workout Class,2026-06-11,West,Y,Y
BKG003309,RESIDENT_01338,EVT008,Strength & Mobility,Workout Class,2026-05-09,North-East,Y,Y
BKG000432,RESIDENT_00197,EVT010,Nutrition Talk,Talk,2026-06-10,Central,Y,Y
BKG002071,RESIDENT_00837,EVT005,Sundays@thePark,Community Walk,2026-05-28,North,Y,Y
BKG001947,RESIDENT_00795,EVT010,Nutrition Talk,Talk,2026-06-25,Central,Y,Y
BKG000344,RESIDENT_00157,EVT007,Weekend Cycling,Community Ride,2026-04-20,West,Y,Y
BKG000033,RESIDENT_00014,EVT010,Nutrition Talk,Talk,2026-06-14,North,Y,Y
BKG003546,RESIDENT_01450,EVT003,Zumba Fiesta,Workout Class,2026-06-21,North,Y,N
BKG001061,RESIDENT_00445,EVT003,Zumba Fiesta,Workout Class,2026-06-01,West,Y,Y
BKG002004,RESIDENT_00814,EVT005,Sundays@thePark,Community Walk,2026-06-13,North-East,Y,Y
BKG002959,RESIDENT_01198,EVT009,Health Screening Drive,Screening,2026-06-21,East,Y,N
BKG000740,RESIDENT_00316,EVT009,Health Screening Drive,Screening,2026-05-27,West,Y,N
BKG001643,RESIDENT_00673,EVT004,Brisk Walk @ Park,Community Walk,2026-06-19,North-East,Y,Y
BKG003445,RESIDENT_01400,EVT002,HIIT @ CC,Workout Class,2026-06-28,East,Y,Y
BKG001310,RESIDENT_00541,EVT002,HIIT @ CC,Workout Class,2026-04-12,West,Y,Y
BKG002752,RESIDENT_01118,EVT010,Nutrition Talk,Talk,2026-04-04,East,Y,N
BKG001087,RESIDENT_00453,EVT009,Health Screening Drive,Screening,2026-04-30,North-East,Y,Y
BKG003373,RESIDENT_01369,EVT006,Aqua Aerobics,Workout Class,2026-05-02,North-East,Y,Y
BKG003193,RESIDENT_01290,EVT010,Nutrition Talk,Talk,2026-04-21,North,Y,Y
BKG001021,RESIDENT_00428,EVT010,Nutrition Talk,Talk,2026-04-07,North,Y,Y
BKG000911,RESIDENT_00386,EVT006,Aqua Aerobics,Workout Class,2026-05-23,North,Y,Y
BKG003378,RESIDENT_01371,EVT008,Strength & Mobility,Workout Class,2026-04-23,West,Y,Y
BKG000948,RESIDENT_00398,EVT005,Sundays@thePark,Community Walk,2026-04-12,Central,Y,Y
BKG003401,RESIDENT_01380,EVT004,Brisk Walk @ Park,Community Walk,2026-06-15,West,Y,Y
BKG002412,RESIDENT_00961,EVT006,Aqua Aerobics,Workout Class,2026-04-24,Central,Y,N
BKG001359,RESIDENT_00560,EVT007,Weekend Cycling,Community Ride,2026-04-12,North,Y,Y
BKG000238,RESIDENT_00106,EVT010,Nutrition Talk,Talk,2026-05-23,East,Y,Y
BKG002516,RESIDENT_01015,EVT001,Sunrise Mass Workout,Mass Workout,2026-06-27,Central,Y,Y
BKG001080,RESIDENT_00450,EVT010,Nutrition Talk,Talk,2026-05-05,North,Y,Y
BKG000914,RESIDENT_00387,EVT010,Nutrition Talk,Talk,2026-05-31,North-East,Y,N
BKG002964,RESIDENT_01202,EVT002,HIIT @ CC,Workout Class,2026-04-07,East,Y,Y
BKG000132,RESIDENT_00060,EVT005,Sundays@thePark,Community Walk,2026-05-22,North,Y,Y
BKG001205,RESIDENT_00502,EVT008,Strength & Mobility,Workout Class,2026-04-26,West,Y,Y
BKG001645,RESIDENT_00674,EVT004,Brisk Walk @ Park,Community Walk,2026-04-28,Central,Y,N
BKG000523,RESIDENT_00233,EVT005,Sundays@thePark,Community Walk,2026-04-12,Central,Y,Y
BKG001835,RESIDENT_00755,EVT008,Strength & Mobility,Workout Class,2026-04-16,North,Y,Y
BKG003406,RESIDENT_01381,EVT002,HIIT @ CC,Workout Class,2026-05-10,North-East,Y,N
BKG002728,RESIDENT_01109,EVT004,Brisk Walk @ Park,Community Walk,2026-06-27,Central,Y,N
BKG001678,RESIDENT_00685,EVT009,Health Screening Drive,Screening,2026-06-25,East,Y,Y
BKG003409,RESIDENT_01382,EVT009,Health Screening Drive,Screening,2026-05-11,North,Y,Y
BKG001179,RESIDENT_00493,EVT006,Aqua Aerobics,Workout Class,2026-04-14,North,Y,Y
BKG001744,RESIDENT_00717,EVT002,HIIT @ CC,Workout Class,2026-05-18,West,Y,N
